Año,Trimestre,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS,Total,id_provincia
2020,4,135.0,244.0,160210.0,78123.0,60208.0,80269.0,1000073.0,268.0,1379530.0,2
2020,4,71.0,0.0,8843.0,8740.0,11436.0,591.0,20406.0,2309.0,52396.0,3
2020,4,301.0,112.0,24782.0,22479.0,26802.0,15701.0,40949.0,7965.0,139091.0,4
2020,4,106.0,109.0,88157.0,21824.0,12046.0,2818.0,1112.0,4402.0,130574.0,5
2020,4,119.0,2386.0,214963.0,135262.0,82221.0,70013.0,384169.0,13568.0,902701.0,6
2020,4,67.0,527.0,31900.0,26321.0,25687.0,9383.0,26789.0,4985.0,125659.0,7
2020,4,105.0,2911.0,65659.0,53556.0,40755.0,16600.0,53141.0,14654.0,247381.0,8
2020,4,56.0,0.0,23540.0,7606.0,7181.0,1197.0,8946.0,1680.0,50206.0,9
2020,4,49.0,182.0,23772.0,14379.0,44930.0,446.0,19282.0,2811.0,105851.0,10
2020,4,298.0,554.0,70184.0,8124.0,6562.0,2396.0,6257.0,2520.0,96895.0,11
2020,4,18.0,1.0,36906.0,6060.0,4633.0,181.0,4979.0,0.0,52778.0,12
2020,4,28.0,40.0,146312.0,11172.0,40396.0,3378.0,11557.0,2570.0,215453.0,13
2020,4,51.0,524.0,39988.0,26078.0,26445.0,14810.0,32264.0,7001.0,147161.0,14
2020,4,116.0,327.0,56434.0,8478.0,5791.0,5493.0,50776.0,5720.0,133135.0,15
2020,4,125.0,466.0,70305.0,4153.0,13131.0,3512.0,29372.0,20146.0,141210.0,16
2020,4,109.0,514.0,41443.0,68829.0,15188.0,8291.0,46697.0,6319.0,187390.0,17
2020,4,25.0,194.0,61316.0,740.0,5126.0,332.0,275.0,4588.0,72596.0,18
2020,4,58.0,0.0,14020.0,3490.0,2688.0,62239.0,22.0,36918.0,119435.0,19
2020,4,47.0,0.0,27173.0,4382.0,6634.0,1033.0,647.0,758.0,40674.0,20
2020,4,518.0,891.0,206372.0,203793.0,94246.0,65145.0,226246.0,23602.0,820813.0,21
2020,4,123.0,909.0,34518.0,57590.0,4666.0,411.0,4520.0,3932.0,106669.0,22
2020,4,17.0,0.0,21881.0,6119.0,3497.0,488.0,922.0,6690.0,39614.0,23
2020,4,29.0,97.0,44095.0,54334.0,32155.0,4105.0,93594.0,2680.0,231089.0,24
2020,3,37542.0,31514.0,1113823.0,234710.0,219772.0,194248.0,2085815.0,19853.0,3937277.0,1
2020,3,264.0,312.0,162222.0,85083.0,68753.0,78028.0,977766.0,247.0,1372675.0,2
2020,3,63.0,0.0,8276.0,8768.0,11195.0,562.0,18886.0,2154.0,49904.0,3
2020,3,308.0,112.0,24675.0,21639.0,27546.0,13751.0,38729.0,7194.0,133954.0,4
2020,3,158.0,109.0,87559.0,22114.0,12217.0,2818.0,1110.0,3942.0,130027.0,5
2020,3,168.0,3064.0,218599.0,124833.0,84236.0,63823.0,361021.0,11728.0,867472.0,6
2020,3,72.0,527.0,35190.0,23315.0,25308.0,8615.0,25344.0,5020.0,123391.0,7
2020,3,130.0,2911.0,66648.0,51478.0,40797.0,14377.0,49395.0,15759.0,241495.0,8
2020,3,391.0,151.0,23163.0,7432.0,7125.0,991.0,8219.0,1737.0,49209.0,9
2020,3,55.0,182.0,32131.0,10566.0,45198.0,293.0,15238.0,3065.0,106728.0,10
2020,3,293.0,810.0,66695.0,7820.0,5577.0,2189.0,6322.0,4029.0,93735.0,11
2020,3,21.0,1.0,37105.0,5955.0,4660.0,124.0,4748.0,2.0,52616.0,12
2020,3,58.0,40.0,141404.0,12123.0,42433.0,3448.0,8237.0,45.0,207788.0,13
2020,3,71.0,524.0,39005.0,24215.0,25942.0,13663.0,30987.0,8779.0,143186.0,14
2020,3,218.0,327.0,60463.0,6561.0,5975.0,5449.0,49439.0,803.0,129235.0,15
2020,3,114.0,466.0,68986.0,3769.0,7096.0,3455.0,28488.0,19093.0,131467.0,16
2020,3,129.0,514.0,32780.0,64736.0,15990.0,7928.0,43773.0,14996.0,180846.0,17
2020,3,48.0,194.0,65526.0,711.0,6529.0,41.0,128.0,4150.0,77327.0,18
2020,3,105.0,0.0,12199.0,3351.0,2666.0,61319.0,8.0,36917.0,116565.0,19
2020,3,66.0,0.0,26888.0,4015.0,6730.0,629.0,120.0,833.0,39281.0,20
2020,3,568.0,1241.0,213353.0,199381.0,92095.0,58797.0,210562.0,27001.0,802998.0,21
2020,3,133.0,909.0,33287.0,57418.0,4658.0,292.0,3994.0,4801.0,105492.0,22
2020,3,11.0,0.0,22094.0,5414.0,3726.0,481.0,937.0,6992.0,39655.0,23
2020,3,52.0,97.0,45913.0,54610.0,33126.0,3246.0,84195.0,2637.0,223876.0,24
2020,2,37542.0,31606.0,1129236.0,241336.0,233132.0,188995.0,1894466.0,21233.0,3777546.0,1
2020,2,264.0,312.0,166474.0,94585.0,79858.0,80160.0,935481.0,687.0,1357821.0,2
