Año,Trimestre,Banda ancha fija,Dial up,Total,id_provincia
2014,3,2835537,14028.0,2849565,1
2014,3,1307195,10630.0,1317825,2
2014,3,24665,21.0,24686,3
2014,3,63710,36.0,63746,4
2014,3,67130,2007.0,69137,5
2014,3,585231,200.0,585431,6
2014,3,63516,33.0,63549,7
2014,3,136618,115.0,136733,8
2014,3,25873,64.0,25937,9
2014,3,33739,2.0,33741,10
2014,3,61861,564.0,62425,11
2014,3,15893,23.0,15916,12
2014,3,166184,1740.0,167924,13
2014,3,75327,0.0,75327,14
2014,3,100099,2268.0,102367,15
2014,3,96629,1151.0,97780,16
2014,3,92929,25.0,92954,17
2014,3,51031,748.0,51779,18
2014,3,12683,363.0,13046,19
2014,3,25664,446.0,26110,20
2014,3,520196,691.0,520887,21
2014,3,37539,9.0,37548,22
2014,3,28037,755.0,28792,23
2014,3,131978,88.0,132066,24
2014,2,2750430,14116.0,2764546,1
2014,2,1299502,10713.0,1310215,2
2014,2,24660,23.0,24683,3
2014,2,63243,36.0,63279,4
2014,2,68503,2016.0,70519,5
2014,2,576747,205.0,576952,6
2014,2,62925,33.0,62958,7
2014,2,135468,115.0,135583,8
2014,2,25535,65.0,25600,9
2014,2,34359,2.0,34361,10
2014,2,55048,580.0,55628,11
2014,2,15889,23.0,15912,12
2014,2,165046,1761.0,166807,13
2014,2,74689,0.0,74689,14
2014,2,90053,2235.0,92288,15
2014,2,94812,1145.0,95957,16
2014,2,91949,25.0,91974,17
2014,2,50891,755.0,51646,18
2014,2,12691,364.0,13055,19
2014,2,26710,459.0,27169,20
2014,2,511753,605.0,512358,21
2014,2,38002,9.0,38011,22
2014,2,27443,766.0,28209,23
2014,2,131981,88.0,132069,24
2014,1,2725732,14144.0,2739876,1
2014,1,1289204,10714.0,1299918,2
2014,1,24209,23.0,24232,3
2014,1,62520,36.0,62556,4
2014,1,68205,2016.0,70221,5
2014,1,566705,205.0,566910,6
2014,1,62203,33.0,62236,7
2014,1,134216,115.0,134331,8
2014,1,25335,87.0,25422,9
2014,1,33825,2.0,33827,10
2014,1,53601,592.0,54193,11
2014,1,15688,23.0,15711,12
2014,1,164084,1761.0,165845,13
2014,1,73950,0.0,73950,14
2014,1,88077,2303.0,90380,15
2014,1,93909,1157.0,95066,16
2014,1,91265,25.0,91290,17
2014,1,50543,755.0,51298,18
2014,1,12193,364.0,12557,19
2014,1,26304,460.0,26764,20
2014,1,506000,612.0,506612,21
2014,1,37124,9.0,37133,22
2014,1,27272,766.0,28038,23
2014,1,129944,88.0,130032,24
