Año,Trimestre,Provincia,Otros,"0,256 Mbps","0,375 Mbps","0,625 Mbps","0,5 Mbps","0,512 Mbps","0,75 Mbps",1 Mbps,"1,2 Mbps","1,25 Mbps","1,5 Mbps",2 Mbps,"2,2 Mbps","2,5 Mbps","6,7 Mbps",3 Mbps,"3,2 Mbps","3,3 Mbps","3,5 Mbps",4 Mbps,"4,5 Mbps",5 Mbps,6 Mbps,"6,4 Mbps",7 Mbps,"7,5 Mbps",8 Mbps,9 Mbps,10 Mbps,"10,2 Mbps","10,6 Mbps",11 Mbps,12 Mbps,"12,3 Mbps",13 Mbps,14 Mbps,15 Mbps,16 Mbps,17 Mbps,18 Mbps,19 Mbps,20 Mbps,"20,5 Mbps",21 Mbps,22 Mbps,23 Mbps,24 Mbps,25 Mbps,"25,1 Mbps","25,11 Mbps","25,5 Mbps",26 Mbps,27 Mbps,28 Mbps,29 Mbps,30 Mbps,31 Mbps,32 Mbps,34 Mbps,35 Mbps,36 Mbps,37 Mbps,38 Mbps,39 Mbps,40 Mbps,41 Mbps,45 Mbps,46 Mbps,47 Mbps,48 Mbps,49 Mbps,50 Mbps,"50,1 Mbps",51 Mbps,"50,25 Mbps",52 Mbps,54 Mbps,55 Mbps,56 Mbps,58 Mbps,59 Mbps,60 Mbps,61 Mbps,62 Mbps,63 Mbps,64 Mbps,65 Mbps,66 Mbps,67 Mbps,68 Mbps,70 Mbps,71 Mbps,75 Mbps,77 Mbps
2022,2,Neuquén,18717,,,,62.0,72,458,541,,,,1561,,,,6.881,,,10737,1464,,9295,8888,,276,,7418,,7.372,,,,1198,,,1,4702,,,765,,2539,0,,,,,1572,,,,,0,,,12119,,,,,,,,,57,,,,,,,35827,0,,0,,,,,,,,,,,4,,,,,,,,
2022,2,Río Negro,24270,,,,36.0,75,501,726,,,,2935,,,,6.758,,,7796,2944,,1900,11031,,,,9421,4,8.513,,,18,10313,,,,9226,,,586,,7025,0,,,,,2815,,,,,0,,,16128,,,,,,,,,126,,,,,,,19508,0,,0,,,,,,,104,,,,,,,,,,,,
2022,2,Salta,6494,,,,41.0,73,1,1529,,,,1553,,,,7.972,,,8,8200,,4391,11608,,303,,5541,,66.817,,,,429,,,,2217,,,7,,3359,0,,,,,1030,,,,,0,,,141,,,,,,,,,,,,,,,,48787,0,,0,,,,,,,,,,,,,,,,,,,
2022,2,San Juan,11617,,,,21.0,3,723,1304,,,,1405,,,,11.493,,,11509,860,,2024,3094,,1174,,9391,48,663.0,,,,13529,,,,10662,,,,,458,0,,,,2601,811,,,,,0,,,10387,,,,,,,,,3,,,,,,,6215,0,,0,,,,,,,1,,,,,,,,,,,,
2022,2,San Luis,14815,,,,59.0,1,163,143,,,,100,,,,1.251,,,1418,,,119,3952,,113,,2373,1024,17.707,,,,9048,,,,1827,,,,,177,0,,,,,67438,,,,,0,,,2,,,,,,,,,8,,,3,,,,,0,,0,,,,,,,,,,,,,,,,,,,
2022,2,Santa Cruz,644,3,,,26.0,23,218,6623,,,,2299,,,,2.859,,,2001,962,,1921,2306,,20,,2318,11,9.02,,,,6061,,,,4597,,,940,,287,0,,,,275,1865,,,,,0,,,321,,,,427,,,,,35,,,,,,,2869,0,,0,,,,,,,,,,,,,,,,,,104,
2022,2,Santa Fe,17584,32,,,335.0,101,5,11752,,,,9722,,,,39.653,,,172,4424,,23590,60973,,4426,,10767,754,188.434,,,,7412,,135,,16306,61,,1727,,48492,0,,,,39,23823,,,,,0,,,34395,,,,9,18,,2,,1763,,101,,,,,209832,0,,0,,,,,,,438,,,,,,,,,,,,
2022,2,Santiago Del Estero,792,,,,39.0,139,908,493,,,307,380,,,,11.321,,,,1267,,385,15921,,1450,,12,,58.469,,,,11111,,,,592,,,,,2903,0,,,,,465,,,,,0,,,418,,,,,,,,,36,,,,,,,4247,0,,0,,,,,,,,,,,,,,,,,,,
2022,2,Tierra Del Fuego,3351,,,,11.0,11,318,513,,,,1,,,,8.0,,,3740,2133,,315,5855,,,,9297,20,5.511,,,,11941,,,,7743,,,207,,77,0,,,,96,1523,,,,,0,,,128,,,,2,,,,,11,,,,,,,832,0,,0,,,,,,,53,,,,,,,,,,,,
2022,2,Tucumán,281,,,,19.0,20,,2195,,,,119,,,,9.0,,,2271,350,,1194,21527,,157,,145,190,43.021,,,,6939,,,,2576,,,,1,14118,0,,,,65,3541,,,,10,0,,,1247,,,,1,,,,,,,,,,,,81869,0,,0,,,1,,,,,,,,,,,,,1,,,
2022,1,Buenos Aires,26280,19,,,31.38,192,5958,24098,,,351,24766,,25,,65.112,,,50532,13729,65,34623,124179,,11296,289,74897,231,235.043,,,10,32963,,128,33,97049,301,2,20609,,139032,0,4,1,18,25,114692,,,,,0,,,726501,1397,7,2,873,,,,,3302,9,,,,,1,1006534,0,,0,,,59,,2,59,426428,78,2,,,6,,,,3163,,100884,
2022,1,Capital Federal,1717,31,,,461.0,35,1407,4168,,,,316,,,,5.393,,,13670,992,,3506,16041,,7,,18196,3,59.184,,,5,4423,,,,31903,5,,15630,,9087,0,1,,,,33645,,,,,0,,,59618,,,,9,,,,60,124,,,,,,,420771,0,,0,,,1,,,,100334,,,,,,1,,,3,,31684,
2022,1,Catamarca,2207,,,,34.0,37,,456,,,,144,,,,1.542,,,,,,18,2682,,2,,,3,7.004,,,,3181,,,,841,,,,,4751,0,,,,2573,228,,,,,0,,,960,,,,,,,,,,,,,,,,21877,0,,0,,,,,,,,,,,,,,,,,,,
2022,1,Chaco,7580,,225,111,234.0,2,,988,,25,,1007,,,,4.776,,,167,368,,1757,8788,,575,,1248,1,19.411,,,,2161,,,,1603,,,270,,16864,0,,,,,1853,,,,,0,,,11170,,,,,,,,,18,,,,,,,36088,0,,0,,,,,,,,,,,,,,,,,,,
2022,1,Chubut,15607,8,,,73.0,32,1069,608,,,,5624,,,,18.839,,,12765,5529,,2415,16197,,180,,13196,638,17.842,,,1,13910,,,,18909,,,,,260,0,,,,1190,4134,,,,,0,,,9160,,,,,,,,,10,,,,,,,13124,0,,0,,,,,,,,,,,,,,,,,,,
2022,1,Córdoba,13104,2,,,88.0,10,91,12691,,,7,9450,26,154,,44.63,,6,4990,14055,,8543,84061,13,2570,,12013,2198,109.215,,,88,15722,,35,11,25064,134,,4073,,28840,0,,,,2,28685,5,1,35,,0,,,6299,,,,8,,,,,485,,,,,,,348330,0,,0,,,,,,,5080,,,,,,,,,2,,12,
2022,1,Corrientes,7094,,,,10.0,57,118,3911,,,,2959,,,,7.587,,,480,1688,,1558,10291,,,,2921,,22.744,,,,187,,,,1696,1108,,236,,23850,0,,,,,1262,,,,,0,,,9204,,1,,,,,,,,,,,,,,20296,0,,0,,,,,,,,,,,,,,,,,,,
2022,1,Entre Ríos,16750,1,,,20.0,86,113,5632,,,,4656,,,,11.535,,,390,2393,,5015,26086,,1117,,1541,3,46.959,,,,4369,,,,3669,1,,839,,33416,0,,,,,4030,,,,,0,,,17566,,,,,,,,,,,,,,,,44247,0,,0,,,,,,,,,,,,,,,,,,,
2022,1,Formosa,588,,,,49.0,48,,448,,,,1951,,,,10.028,,,,3291,,2959,5884,,26,,88,,6.831,,,,331,,,,572,,,228,,5482,0,,,,,396,,,,,0,,,324,,,,5,,,,,8,,,,,,,7268,0,,0,,,,,,,,,,,,,,,,,,,
2022,1,Jujuy,2442,,,,26.0,32,,1761,,,,3996,,,,5.432,,,,2858,,4736,5119,,10,,999,,15.312,,,,23223,,,,526,,,4,,14170,0,,,,,359,,,,26,0,,,191,,,,,,,,,,,,,,,,27838,0,,0,,,,,,,,,,,,,,,,,,,
2022,1,La Pampa,2833,1,,,239.0,61,476,1747,,,185,3700,,,,7.93,,,2460,3412,,2432,42693,,118,,1751,,8.0,,,,14,,,,7002,,,2,,5026,0,,,,,121,,,,,0,,,5135,,,,,,,,,,,,,,,,12719,0,,0,,,,,,,54,,,,,,,,,,,,
2022,1,La Rioja,,,,,9.0,9,,778,,,,6,,,,958.0,,,,2,,162,2448,,,,85,,4.607,,,22,15379,,,,525,,,,,7698,0,,,,873,257,,,,,0,,,4517,,,,,,,,,,,,,,,,35483,0,,0,,,,,,,,,,,,,,,,,,,
2022,1,Mendoza,3287,1,,,97.0,16,1135,2220,,,1348,3360,,,,4.996,,,15731,1640,,903,23252,,1708,,14094,1736,8.869,,,,44057,,,,22543,,,,,7578,0,,,,13898,149,,,,,0,,,45551,,,,,82,,,,39,,1,,,,,41347,0,,0,,,,,,,2,,,,,,,,,2,,1,
2022,1,Misiones,8349,,,,47.0,4,,3873,,,,11079,,,,5.627,,,4,1622,,4944,12379,,366,,48,6,21.841,,,4,202,,,1,2355,1,,299,,23993,0,,,,,1332,,,,,0,,,14541,,,,,,,,,71,,68,,,,,27132,0,,0,,,,,,,19,,,,,,,,,,,,
2022,1,Neuquén,7885,,,,65.0,72,565,558,,,,1643,,,,6.957,,,11122,1463,,9725,8946,,276,,7998,,7.349,,,,824,,,1,4627,,,887,,4824,0,,,,,2156,,,,,0,,,11796,,,,,,,,,57,,,,,,,33440,0,,0,,,,,,,,,,,8,,,,,,,,
2022,1,Río Negro,22652,,,,41.0,75,642,741,,,,2951,,,,6.822,,,9543,2944,,1901,11404,,,,10335,7,8.517,,,18,9621,,,,9725,,,668,,6894,0,,,,,3182,,,,,0,,,13255,,,,,,,,,126,,,,,,,20001,0,,0,,,,,,,104,,,,,,,,,,,,
2022,1,Salta,6489,,,,41.0,73,1,1724,,,,1400,,,,9.484,,,8,8187,,4422,12075,,323,,41,,67.882,,,,470,,,,2300,,,7,,3536,0,,,,,1959,,,,,0,,,270,,,,,,,,,,,,,,,,48006,0,,0,,,,,,,,,,,,,,,,,,,
2022,1,San Juan,2465,,,,23.0,3,965,1304,,,,1484,,,,11.495,,,13672,910,,1653,3142,,1187,,9999,69,659.0,,,,14270,,,,10443,,,,,431,0,,,,960,811,,,,,0,,,10047,,,,,,,,,3,,,,,,,1771,0,,0,,,,,,,1,,,,,,,,,,,,
2022,1,San Luis,28589,,,,60.0,1,222,421,,,,664,,,,968.0,,,1833,310,,110,4402,,127,,2147,1544,19.0,,,,7860,,,,1849,,,,,93,0,,,,,68612,,,,,0,,,5,,,,,,,,,1,,,6,,,,,0,,0,,,,,,,,,,,,,,,,,,,
2022,1,Santa Cruz,485,3,,,25.0,23,275,6623,,,,2339,,,,2.871,,,2230,962,,1919,2389,,21,,2422,18,9.041,,,,6567,,,,4557,,,940,,213,0,,,,450,1865,,,,,0,,,324,,,,427,,,,,34,,,,,,,1865,0,,0,,,,,,,,,,,,,,,,,,104,
2022,1,Santa Fe,18444,32,,,335.0,101,6,12429,,,,9857,,,,41.36,,,174,4424,,22022,65959,,5762,,12599,754,189.246,,,,7886,,135,,16270,61,,2047,,58388,0,,,,39,27250,,,,,0,,,30880,,,,9,18,,4,,1763,,103,,,,,198721,0,,0,,,,,,,438,,,,,,,,,,,,
2022,1,Santiago Del Estero,792,,,,39.0,139,908,493,,,307,3308,,,,8.448,,,,1267,,384,16506,,1468,,12,,59.69,,,,10211,,,,655,,,,,2676,0,,,,,454,,,,,0,,,395,,,,,,,,,36,,,,,,,3553,0,,0,,,,,,,,,,,,,,,,,,,
2022,1,Tierra Del Fuego,2421,,,,13.0,11,381,513,,,,1,,,,8.0,,,3980,2207,,403,6250,,,,9445,26,6.169,,,,10791,,,,6942,,,227,,74,0,,,,67,1613,,,,,0,,,117,,,,2,,,,,10,,,,,,,833,0,,0,,,,,,,47,,,,,,,,,,,,
2022,1,Tucumán,273,,,,19.0,20,,2212,,,,112,,,,9.208,,,2273,350,,1191,22894,,317,,323,236,46.085,,,,3077,,,,2558,,,,1,15378,0,,,,38,3724,,,,10,0,,,1439,,,,1,,,,,,,,,,,,76585,0,,0,,,1,,,,,,,,,,,,,1,,,
2021,4,Buenos Aires,22958,18,,,37.635,168,6898,26151,,,351,24945,,31,,67.075,,,57526,14234,,34747,132018,,11447,241,79629,265,239.71,,,10,33883,,128,33,100203,292,2,23212,,139533,0,3,1,18,25,151911,,,,,0,,,697298,149,,1,873,,,,,3285,9,,,,,1,1008985,0,,0,2,,58,,1,59,402417,,1,,,6,,,,3163,,98523,
2021,4,Capital Federal,,31,,,496.0,36,1466,4453,,,,323,,,,5.914,,,14576,993,,3508,17595,,6,,19225,3,62.665,,,5,4875,,,,33732,5,,17519,,9999,0,1,,,,56832,,,,,0,,,58100,,,,9,,,,30,117,,,,,,,433574,0,,0,,,1,,,,95368,,,,,,1,,,3,,31751,
2021,4,Catamarca,2233,,,,34.0,37,,457,,,,145,,,,1.749,,,,350,,20,3317,,2,,,5,7.848,,,,3901,,,,558,,,,,5345,0,,,,2222,240,,,,,0,,,800,,,,,,,,,,,,,,,,17813,0,,0,,,,,,,,,,,,,,,,,,,
2021,4,Chaco,7585,,225,111,234.0,2,,1058,,25,,1007,,,,5.039,,,167,368,,1757,9425,,575,,1248,1,20.854,,,,2186,,,,1629,,,315,,17807,0,,,,,2301,,,,,0,,,11402,,,,,,,,,18,,,,,,,35385,0,,0,,,,,,,,,,,,,,,,,,,
2021,4,Chubut,15763,8,,,86.0,32,1189,765,,,,6667,,,,19.497,,,13798,5531,,2414,15131,,209,,13734,887,24.738,,,,18965,,,,12040,,,,,170,0,,,,486,5059,,,,,0,,,757,,,,,,,,,9,,,,,,,2217,0,,0,,,,,,,,,,,,,,,,,,,
2021,4,Córdoba,12607,2,,,88.0,10,93,13654,,,7,9748,26,787,,46.194,,6,5026,13522,,10141,87823,13,2623,,11618,2196,114.442,,,88,16151,,4,10,25341,134,,4687,,29831,0,,,,2,34641,5,1,35,,0,,,6649,,,,8,,,,,474,,,,,,,343465,0,,0,,,,,,,4842,,,,,,,,,2,,12,
2021,4,Corrientes,7082,,,,10.0,57,118,3976,,,,3029,,,,7.828,,,480,1688,,1558,10798,,,,2921,,23.447,,,,215,,,,1676,1108,,271,,19652,0,,,,,2115,,,,,0,,,7986,,1,,,,,,,,,,,,,,19859,0,,0,,,,,,,,,,,,,,,,,,,
2021,4,Entre Ríos,16583,1,,,20.0,86,113,5752,,,,5753,,,,12.811,,,390,2493,,4293,27462,,1123,,1611,3,46.899,,,,5387,,,,3728,1,,936,,28243,0,,,,,7393,,,,,0,,,16693,,,,,,,,,,,,,,,,45133,0,,0,,,,,,,,,,,,,,,,,,,
2021,4,Formosa,1967,,,,49.0,35,,491,,,,1131,,,,10.237,,,,2977,,2932,5140,,2,,17,,6.964,,,,320,,,,527,,,257,,5707,0,,,,,817,,,,,0,,,322,,,,7,,,,,19,,,,,,,7119,0,,0,,,,,,,,,,,,,,,,,,,
2021,4,Jujuy,2324,,,,26.0,32,,1706,,,,3270,,,,5.355,,,,2858,,4096,5336,,10,,999,,15.784,,,,23224,,,,528,,,4,,14378,0,,,,,357,,,,,0,,,207,,,,,,,,,,,,,,,,26508,0,,0,1,,,,,,,,,,,,,1,,,,,
2021,4,La Pampa,3027,1,,,239.0,61,493,1736,,,185,3322,,,,7.861,,,2575,2936,,2077,44148,,118,,1802,,7.162,,,,14,,,,7035,,,2,,5208,0,,,,,153,,,,,0,,,4674,,,,,,,,,,,,,,,,10959,0,,0,,,,,,,40,,,,,,,,,,,,
2021,4,La Rioja,,,,,9.0,9,,638,,,,302,,,,1.038,,,,2,,162,2877,,,,85,,5.352,,,22,15342,,,,459,,,,,7736,0,,,,893,263,,,,,0,,,4517,,,,,,,,,,,,,,,,34138,0,,0,,,,,,,,,,,,,,,,,,,
2021,4,Mendoza,366,1,,,139.0,16,1432,2953,,,1348,3457,,,,6.758,,,19476,1663,,879,29925,,1860,,17367,1544,9.537,,,,45845,,,,24069,,,,,5300,0,,,,12238,147,,,,,0,,,38840,,,,,94,,,,36,,1,,,,,31693,0,,0,,,,,,,1,,,,,,,,,2,,1,
2021,4,Misiones,8335,,,,47.0,4,,4154,,,,12191,,,,5.536,,,4,604,,5943,13489,,366,,312,6,22.87,,,4,223,,,1,2411,1,,339,,23742,0,,,,,1800,,,,,0,,,14173,,,,,,,,,71,,68,,,,,26692,0,,0,,,,,,,19,,,,,,,,,,,,
2021,4,Neuquén,7767,,,,68.0,72,614,576,,,,2555,,,,7.643,,,11324,1472,,9863,9206,,304,,7937,,5.023,,,,874,,,1,4358,,,1000,,4282,0,,,,,3143,,,,,0,,,11218,,,,,,,,,57,,,,,,,35451,0,,0,,,,,,,,,,,4,,,,,,,,
2021,4,Río Negro,22645,,,,50.0,106,744,744,,,,3008,,,,6.856,,,10574,2942,,3037,11642,,,,11204,11,8.663,,,,9339,,,,10477,,,745,,10694,0,,,,,3810,,,,,0,,,1974,,,,,,,,,121,,,,,,,21771,0,,0,,,,,,,68,,,,,,,,,,,,
2021,4,Salta,6475,,,,41.0,73,1,1729,,,,1401,,,,12.397,,,8,8154,,4390,12613,,315,,41,,68.968,,,,510,,,,2332,,,9,,3791,0,,,,,3256,,,,,0,,,294,,,,,,,,,,,,,,,,47350,0,,0,,,,,,,,,,,,,,,,,,,
2021,4,San Juan,4435,,,,41.0,3,1109,1319,,,,1588,,,,4.811,,,14622,910,,346,5643,,239,,10364,88,264.0,,,,13348,,,,10207,,,,,423,0,,,,13,336,,,,,0,,,9584,,,,,,,,,,,,,,,,158,0,,0,,,,,,,1,,,,,,,,,,,,
2021,4,San Luis,29218,,,,61.0,1,264,422,,,,664,,,,970.0,,,2065,310,,94,4025,,123,,2277,1857,19.0,,,,7085,,,,1932,,,,,90,0,,,,,67363,,,,,0,,,5,,,,,,,,,1,,,3,,,,,0,,0,,,,,,,,,,,,,,,,,,,
2021,4,Santa Cruz,491,3,,,26.0,23,297,6623,,,,2657,,,,3.016,,,2310,962,,1918,2819,,24,,2474,24,9.119,,,,7509,,1281,,4120,,,1,,143,0,,,,654,980,,,,,0,,,150,,,,216,,,,,10,,,,,,,520,0,,0,,,,,,,,,,,,,,,,,,49,
2021,4,Santa Fe,18777,32,,,335.0,100,7,13203,,,,11322,,,,46.645,,,174,5144,,22416,71376,,3765,,12141,753,190.197,,,,8108,,69,,14501,61,,2351,,60600,0,,,,,33198,,,,,0,,,29302,,,,9,,,2,,1763,,105,,,,,195292,0,,0,,,,,,,438,,,,,,,,,,,,
2021,4,Santiago Del Estero,793,,,,39.0,139,908,506,,,307,3308,,,,8.743,,,,1267,,385,17400,,1109,,12,,60.403,,,,9254,,,,670,,,,,2281,0,,,,,438,,,,,0,,,362,,,,,,,,,30,,,,,,,3397,0,,0,,,,,,,,,,,,,,,,,,,
2021,4,Tierra Del Fuego,2580,,,,15.0,11,385,,,,,1,,,,8.0,,,4074,2280,,406,6736,,,,9720,30,6.784,,,,9653,,,,6583,,,255,,71,0,,,,43,1622,,,,,0,,,120,,,,2,,,,,10,,,,,,,863,0,,0,,,,,,,41,,,,,,,,,,,,
2021,4,Tucumán,240,,,,19.0,20,,2220,,,,128,,,,8.165,,,2273,348,,1156,23128,,321,,324,280,47.811,,,2,2149,,,,2568,,,1,,16303,0,,,,13,3797,,,,,0,,,1516,,,,1,,,,,,,,,,,,75534,0,,0,,,,,,,,,,,,,,,,1,,,
2021,3,Buenos Aires,9728,18,,,37.007,168,26751,28020,,,422,22661,,31,,82.744,,,34703,19725,,32406,892626,,11519,96,26604,265,209.669,,,8,35668,,154,33,26730,561,2,26343,,51884,0,3,1,61,26,161513,,,,,0,,,32257,149,,1,538,,,,,2181,9,,,,,1,990263,0,,0,2,,24,,1,59,423140,,1,,,6,,,,1044,,44977,
2021,3,Capital Federal,,31,,,228.0,36,374,4567,,,,345,,,,6.374,,,1503,2419,,3776,138223,,6,,865,3,66.139,,,5,5448,,,,3078,5,,20021,,11228,0,1,,,,62915,,,,,0,,,11864,,,,9,,,,30,118,,,,,,,451342,0,,0,,,1,,,,107242,,,,,,1,,,3,,13577,
2021,3,Catamarca,2206,,,,34.0,37,,468,,,,293,,,,1.896,,,,350,,18,3730,,2,,,7,8.419,,,,4252,,,,590,,,,,5675,0,,,,734,254,,,,,0,,,671,,,,,,,,,,,,,,,,16078,0,,0,,,,,,,,,,,,,,,,,,,
2021,3,Chaco,7958,,225,111,69.0,7,,1130,,25,,1007,,,,7.347,,,1186,385,,2381,9085,,624,,990,1,19.371,,,,2228,,,,1667,,,388,,19569,0,,,,,2467,,,,,0,,,11956,,,,,,,,,,,,,,,,31733,0,,0,,,,,,,,,,,,,,,,,,,
2021,3,Chubut,14907,8,,,64.0,32,,906,,,,4917,,,,19.399,,,68,3581,,2453,57949,,228,,113,1075,24.865,,,,17620,,,,773,,,,,145,0,,,,26,5059,,,,,0,,,235,,,,,,,,,3,,,,,,,1488,0,,0,,,,,,,,,,,,,,,,,,,
2021,3,Córdoba,9256,2,,,87.0,10,66,15190,,,7,12228,27,907,,53.335,,6,4709,14756,,11663,94547,14,4132,,11567,2190,123.382,,1,69,11585,,4,10,16393,134,,5520,,31334,0,,,,2,42337,2,,25,,0,,,4965,,,,2,,,,,73,,,,,,,316047,0,,0,,,,,,,13644,,,,,,,,,133,,,
2021,3,Corrientes,5053,,,,10.0,57,118,4071,,,,2949,,,,8.098,,,480,1706,,1511,11341,,1343,,5507,,21.628,,,,442,,,,1681,1470,,322,,20877,0,,,,68,2324,,,,,0,,,7309,,1,,,,,,,,,,,,,,19652,0,,0,,,,,,,,,,,,,,,,,,,
2021,3,Entre Ríos,12755,1,,,20.0,86,113,5840,,,,5710,,,,13.635,,,390,1490,,3734,33466,,6239,,1627,,51.91,,,,5204,,,,3894,1,,1040,,28975,0,,,,,5091,,,,,0,,,11211,,,,,,,,,1,,,,,,,41662,0,,0,,,,,,,,,,,,,,,,,,,
2021,3,Formosa,1617,,,,49.0,332,,540,,,,1190,,,,10.75,,,,2977,,2554,4767,,2,,17,,7.123,,,,323,,,,468,,,277,,5910,0,,,,,858,,,,,0,,,338,,,,7,,,,,3,,,,,,,6985,0,,0,,,,,,,,,,,,,,,,,,,
2021,3,Jujuy,2401,,,,26.0,22,,1699,,,,3288,,,,5.841,,,,2860,,4311,6060,,10,,169,,16.238,,,,22759,,,,567,,,4,,14425,0,,,,,362,,,,,0,,,199,,,,,,,,,,,,,,,,24126,0,,0,1,,,,,,,,,,,,,1,,,,,
2021,3,La Pampa,4152,1,,,236.0,61,313,1969,,,185,3928,,,,8.297,,,1,2785,,1534,46364,,5,,230,,7.16,,,,13,,,,3280,30,,35,,5379,0,,,46,,167,,,,,0,53,,3757,,,,,,,,,,,,,,,,9570,0,,0,,,,,,,,,,148,,,,,,,,,
2021,3,La Rioja,,,,,9.0,9,,672,,,,303,,,,1.107,,,,2,,162,3121,,,,85,,5.894,,,22,15046,,,,496,,,,,7751,0,,,,43,312,,,,,0,,,4515,,,,,,,,,,,,,,,,34157,0,,0,,,,,,,,,,,,,,,,,,,
2021,3,Mendoza,50,1,,,19.0,16,,1708,,,1348,2808,,,,5.662,,,13,2283,,728,137352,,2426,,872,1706,7.636,,,,55998,,,,1670,,,,,4960,0,,,,3224,144,,,,,0,,,4241,,,,,103,,,,22,,,,,,,15674,0,,0,,,,,,,2,,,,,,,,,2,,1,
2021,3,Misiones,8279,,,,47.0,4,,4371,,,,12204,,,,5.452,,,4,596,,5917,13393,,359,,309,3,24.428,,,4,267,,,1,2451,1,,389,,22966,0,37,,,,1990,,,,,0,,,12784,,,,,,,,,71,,68,,,,,26147,0,,0,,,,,,,19,,,,,,,,,,,,
2021,3,Neuquén,5579,,,,40.0,72,1,623,,,,2581,,,,7.704,,,6942,433,,9733,29751,,304,,4021,,4.241,,,,957,,,1,316,,,1169,,3791,0,,,,,3468,,,,,0,,,201,,,,,,,,,57,,,,,,,36469,0,,0,,,,,,,,,,,4,,,,,,,,
2021,3,Río Negro,20009,,,,19.0,106,1,1188,,,,3465,,,,6.464,,,6,2669,,5582,50173,,,,268,15,3.447,,,,6593,,,,1,,,853,,7433,0,,,,,2109,,,,,0,,,186,,,,,,,,,34,,,,,,,22626,0,,0,,,,,,,,,,,,,,,,,,,
2021,3,Salta,6327,,,,41.0,60,1,1790,,,,1726,,,,12.261,,,8,8133,,4252,13280,,119,,53,,69.932,,,,502,,,,2252,,,13,,4195,0,,,,,3562,,,,,0,,,331,,,,,,,,,,,,,,,,46903,0,,0,,,,,,,,,,,,,,,,,,,
2021,3,San Juan,4641,,,,15.0,3,,1333,,,,1626,,,,4.811,,,,910,,342,51184,,254,,250,102,146.0,,,,13054,,,,69,,,,,127,0,,,,,335,,,,,0,,,5,,,,,,,,,1,,,,,,,158,0,,0,,,,,,,1,,,,,,,,,,,,
2021,3,San Luis,29392,,,,59.0,1,,439,,,,667,,,,963.0,,,2,310,,86,9085,,122,,149,2133,1.0,,,,6409,,,,,,,,,82,0,,,,,67942,,,,,0,,,2,,,,,,,,,,,,3,,,,,0,,0,,,,,,,,,,,,,,,,,,,
2021,3,Santa Cruz,735,3,,,24.0,23,,6656,,,,2661,,,,5.91,,,,962,,1899,12473,,29,,2,35,8.299,,,,4561,,1281,,850,,,1,,106,0,,,,675,980,,,,,0,,,133,,,,216,,,,,5,,,,,,,327,0,,0,,,,,,,,,,,,,,,,,,49,
2021,3,Santa Fe,16267,32,,,335.0,100,5,14023,326,,,11579,,,,51.512,,,171,5380,,28391,82399,,6887,,9511,738,184.114,,,,7779,,68,,12728,137,,2774,,60455,0,,,,,27421,,,,,0,,,27810,,,,4,,,2,,224,,109,,,,,186560,0,,0,,,,,,,43,,,,,,,,,,,,
2021,3,Santiago Del Estero,898,,,,39.0,84,908,555,,,307,3310,,,,8.927,,,,1372,,387,17895,,1113,,12,,60.713,,,,8299,,,,680,,,,,2295,0,,,,,450,,,,,0,,,351,,,,,,,,,30,,,,,,,3225,0,,0,,,,,,,,,,,,,,,,,,,
2021,3,Tierra Del Fuego,895,,,,6.0,11,,83,,,,5,,,,525.0,,,,2354,,412,20344,,,,5886,36,7.475,,,,8516,,,,992,,,203,,71,0,,,,,1355,,,,,0,,,78,,,,2,,,,,9,,,,,,,871,0,,0,,,,,,,34,,,,,,,,,,,,
2021,3,Tucumán,164,,,,19.0,13,,2356,,,,42,,,,8.626,,,2890,253,,745,24631,,295,,163,320,49.515,,,2,1734,,,,2551,,,1,,17698,0,,,,2,4105,,,,,0,,,1193,,,,1,,,,,,,,,,,,71122,0,,0,,,,,,,,,,,,,,,,1,,,
2021,2,Buenos Aires,9108,18,,,37.007,167,26751,29714,,,422,23173,,31,,85.693,,,34703,19619,,32130,874991,,11419,96,26037,265,206.184,,,8,36992,,154,33,25403,561,2,30098,,47071,0,3,,61,26,210209,,,,,0,,,27662,,,1,538,,,,,2218,9,,,,,1,1273506,0,,0,,54,24,,1,59,47163,,1,,,2,,,,5161,,13595,
2021,2,Capital Federal,66,31,,,228.0,35,374,4760,,,,338,,,,6.756,,,1503,2286,,2583,139561,,6,,864,3,72.695,,,5,6206,,,,3269,5,,22593,,11781,0,1,,,,76423,,,,,0,,,11509,,,,9,,,,30,121,,,,,,,546744,0,,0,,,1,,,,11745,,,,,,1,,,3,,4666,
2021,2,Catamarca,2206,,,,34.0,37,,503,,,,278,,,,1.936,,,,350,,,4152,,3,,,11,9.077,,,,22,,,,589,,,,,6217,0,,,,4026,214,,,,,0,,,701,,,,,,,,,,,,,,447,,15744,0,,0,,,,,,,,,,,,,,,,,,,
2021,2,Chaco,7958,,225,111,69.0,7,,1226,,25,,1008,,,,7.547,,,1186,385,,2385,9683,,624,,990,1,19.959,,,,2270,,,,1621,,,451,,19690,0,,,,,4081,,,,,0,,,11999,,,,,,,,,,,,,,,,31423,0,,0,,,,,,,,,,,,,,,,,,,
2021,2,Chubut,5172,8,,,64.0,32,,929,,,,4916,,,,20.964,,,68,3581,,778,58508,,243,,113,1312,20.937,,,,15699,,,,802,,,,,103,0,,,,,3662,,,,,0,,,234,,,,,,,,,3,,,,,,,999,0,,0,,,,,,,,,,,,,,,,,,,
