Provincia,Partido,Localidad,Población,ADSL,Cablemódem,Dial Up,Fibra óptica,Satelital,Wireless,Telefonía Fija,3G,4G,Link,Latitud,Longitud
CORDOBA,San Justo,Las Varas,1320,--,--,--,SI,--,--,SI,SI,SI,14140260.0,"-31,80129216","-62,61710472"
MENDOZA,Luján de Cuyo,Las Carditas,0,--,--,--,--,--,--,--,--,--,50063050.0,"-32,95511112","-69,28119239"
MENDOZA,Luján de Cuyo,Las Compuertas,827,SI,--,SI,--,--,SI,SI,--,SI,50063070.0,"-33,03439536","-68,97572014"
MENDOZA,Luján de Cuyo,Las Vegas,450,--,--,--,--,--,SI,SI,--,--,50063080.0,"-33,00587886","-69,27640022"
MENDOZA,Luján de Cuyo,Los Manantiales,0,--,--,--,--,--,--,--,SI,SI,50063050.0,"-32,8990128","-69,3340869"
MENDOZA,Luján de Cuyo,Luján de Cuyo,82615,SI,SI,SI,SI,--,SI,SI,SI,SI,50063090.0,"-33,03286656","-68,89120663"
MENDOZA,Luján de Cuyo,MAYOR DRUMMOND,0,--,--,--,SI,--,SI,--,SI,SI,50063060.0,"-33,00383916","-68,8612967"
MENDOZA,Luján de Cuyo,Perdriel,8531,SI,--,SI,SI,--,SI,SI,SI,--,50063100.0,"-33,06900964","-68,89860107"
MENDOZA,Luján de Cuyo,Piedras Blancas,0,--,--,--,--,--,--,--,--,--,50063050.0,"-33,01988047","-69,30300368"
MENDOZA,Luján de Cuyo,Potrerillos,292,--,--,--,SI,SI,SI,SI,SI,SI,50063110.0,"-32,94548681","-69,20864491"
MENDOZA,Luján de Cuyo,Ugarteche,4561,--,--,--,SI,--,SI,SI,SI,SI,50063120.0,"-33,21094516","-68,8972088"
MENDOZA,Luján de Cuyo,Valle Del Sol,0,--,--,--,--,--,--,--,--,--,50063050.0,"-33,01742556","-69,29729146"
MENDOZA,Luján de Cuyo,Villa El Refugio,0,--,--,--,--,--,--,--,--,--,50063050.0,"-32,99752963","-69,31768025"
MENDOZA,Luján de Cuyo,VISTALBA,0,--,--,--,SI,--,SI,--,SI,SI,50063060.0,"-33,0237919","-68,92474324"
MENDOZA,Maipú,Barrancas,194,--,--,--,--,--,SI,SI,SI,SI,50070010.0,"-33,08333554","-68,73437926"
MENDOZA,Maipú,Barrio Jesús de Nazaret,399,--,--,--,--,--,SI,--,--,--,50070020.0,"-33,01032442","-68,72659205"
BUENOS AIRES,Adolfo Alsina,Esteban Agustín Gascón,104,--,--,--,SI,--,--,SI,--,--,6007050.0,"-37,4544378","-63,256595"
BUENOS AIRES,Adolfo Alsina,La Pala,27,--,--,--,--,--,--,--,--,--,6007060.0,"-36,66134009","-63,36612817"
BUENOS AIRES,Adolfo Alsina,Maza,1748,--,--,--,SI,SI,SI,SI,SI,SI,6007070.0,"-36,79994681","-63,33851515"
BUENOS AIRES,Adolfo Alsina,Rivera,3217,--,--,--,SI,--,--,SI,--,SI,6007080.0,"-37,15835461","-63,24421949"
BUENOS AIRES,Adolfo Alsina,Thames,0,--,--,--,--,--,--,--,--,--,6007010.0,"-36,92916556","-63,29572653"
BUENOS AIRES,Adolfo Alsina,Villa Margarita,0,--,--,--,--,--,--,--,--,--,6007100.0,"-37,46009928","-63,24056586"
BUENOS AIRES,Adolfo Alsina,Yutuyaco,16,--,--,--,--,--,--,--,--,--,6007110.0,"-36,98843094","-63,13380889"
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves (Est. Chaves),9066,SI,--,SI,SI,--,SI,SI,SI,SI,6014010.0,"-38,03339951","-60,10033417"
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,1625,--,--,--,SI,--,SI,SI,SI,SI,6014020.0,"-37,96350218","-60,41565938"
BUENOS AIRES,Adolfo Gonzales Chaves,Juan E. Barra,212,--,--,--,--,--,SI,SI,--,--,6014030.0,"-37,82338717","-60,48463977"
BUENOS AIRES,Adolfo Gonzales Chaves,Vásquez,43,--,--,--,--,--,SI,SI,SI,SI,6014040.0,"-38,17668614","-60,17084873"
BUENOS AIRES,Alberti,Alberti (Est. Andrés Vaccarezza),8260,SI,--,SI,SI,--,SI,SI,SI,SI,6021010.0,"-35,03307343","-60,28061973"
BUENOS AIRES,Alberti,Coronel Seguí,146,--,--,--,--,--,--,--,--,--,6021020.0,"-34,868119","-60,39397088"
BUENOS AIRES,Alberti,Mechita,412,SI,--,--,--,--,--,--,SI,SI,6021030.0,"-35,06801367","-60,40259716"
BUENOS AIRES,Alberti,Pla,192,--,--,--,--,--,--,SI,--,--,6021040.0,"-35,12438198","-60,22006126"
BUENOS AIRES,Alberti,Villa Grisolía (Est. Achupallas),112,--,--,--,--,--,--,--,SI,SI,6021050.0,"-35,10961783","-60,07055132"
BUENOS AIRES,Alberti,Villa María,24,--,--,--,--,--,--,--,--,--,6021060.0,"-34,88812554","-60,34693856"
BUENOS AIRES,Cañuelas,Barrio Belgrano-Máximo Paz,7165,--,--,--,--,--,SI,--,SI,SI,6134030.0,"-34,93645631","-58,6143958"
BUENOS AIRES,Cañuelas,Barrio El Taladro,155,--,--,--,SI,--,--,--,--,SI,6134020.0,"-35,07424862","-58,86324206"
BUENOS AIRES,Cañuelas,Cañuelas,29974,SI,SI,SI,SI,SI,SI,SI,SI,SI,6134030.0,"-35,05271404","-58,7583857"
BUENOS AIRES,Cañuelas,Gobernador Udaondo,330,--,--,--,SI,--,SI,--,--,SI,6134040.0,"-35,30032711","-58,59430537"
BUENOS AIRES,Cañuelas,Máximo Paz,7165,--,SI,--,SI,--,SI,--,--,--,6134050.0,"-34,93645631","-58,6143958"
BUENOS AIRES,Cañuelas,Santa Rosa,5297,--,--,--,--,SI,SI,--,SI,SI,6134060.0,"-34,96118394","-58,73089183"
BUENOS AIRES,Cañuelas,Uribelarrea,1282,SI,--,--,SI,--,SI,SI,SI,SI,6134070.0,"-35,12273644","-58,89048715"
BUENOS AIRES,Cañuelas,Vicente Casares,787,SI,--,SI,--,--,SI,SI,SI,SI,6134080.0,"-34,96535267","-58,65049796"
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,13088,SI,SI,--,SI,--,SI,SI,SI,SI,6140010.0,"-34,17236743","-59,78934914"
BUENOS AIRES,Capitán Sarmiento,La Luisa,230,--,--,--,--,--,SI,--,--,--,6140020.0,"-34,12855721","-59,92400583"
BUENOS AIRES,Carlos Casares,Bellocq,542,--,--,SI,--,--,--,SI,--,--,6147010.0,"-35,91897056","-61,53126302"
BUENOS AIRES,Carlos Casares,Cadret,214,--,--,--,--,--,SI,SI,--,--,6147020.0,"-35,77275314","-61,33538798"
BUENOS AIRES,Carmen de Areco,Pueblo Gouin,122,--,--,--,--,--,SI,--,--,--,6161020.0,"-34,49511914","-59,80297374"
BUENOS AIRES,General Rodríguez,General Rodríguez,85315,SI,SI,SI,SI,SI,SI,SI,SI,SI,6364030.0,"-34,6079239","-58,95028204"
BUENOS AIRES,General San Martín,Barrio Parque General San Martin,421,--,--,SI,SI,--,SI,SI,--,SI,6371010.0,"-34,56734338","-58,58431125"
BUENOS AIRES,General San Martín,Billinghurst,19664,SI,SI,--,SI,--,--,SI,SI,SI,6371010.0,"-34,57510717","-58,57458289"
BUENOS AIRES,General San Martín,Ciudad Del Libertador General San Martin,29180,SI,SI,--,SI,SI,SI,SI,SI,SI,6371010.0,"-34,57969868","-58,54201448"
BUENOS AIRES,General San Martín,Ciudad Jardin El Libertador,63479,--,SI,--,--,--,--,SI,SI,SI,6371010.0,"-34,54165208","-58,59590936"
BUENOS AIRES,General San Martín,Va Ma Irene De Los Remedios De Escalada,1265,--,SI,--,--,--,--,--,SI,SI,6371010.0,"-34,56463971","-58,59225484"
BUENOS AIRES,General San Martín,Villa Ayacucho,3939,--,SI,--,SI,--,--,--,SI,SI,6371010.0,"-34,59041326","-58,55304309"
BUENOS AIRES,General San Martín,Villa Ballester,36272,SI,SI,SI,SI,--,SI,SI,SI,SI,6371010.0,"-34,54228468","-58,55831772"
MENDOZA,Malargüe,Bardas Blancas,0,--,--,--,--,--,--,SI,--,SI,50077010.0,"-35,87088253","-69,80667807"
BUENOS AIRES,Pergamino,Rancagua,695,SI,--,--,SI,--,--,SI,--,SI,6623120.0,"-34,03037225","-60,5042327"
BUENOS AIRES,Pergamino,Villa Angélica (Est. El Socorro),1144,--,SI,--,--,--,--,--,SI,SI,6623130.0,"-33,66470374","-60,70843726"
BUENOS AIRES,Pergamino,Villa San José,145,--,--,--,SI,--,--,SI,--,--,6623140.0,"-34,09066958","-60,41627166"
BUENOS AIRES,Pila,Casalins,66,--,--,--,--,--,SI,--,SI,--,6630010.0,"-36,31814199","-58,55250255"
BUENOS AIRES,Pila,Pila,2502,--,--,SI,SI,--,SI,SI,SI,SI,6630020.0,"-36,00147461","-58,14277789"
BUENOS AIRES,Pilar,Barrio Parque Almirante Irizar (Ap. Kilómetro 61),0,--,--,--,--,--,--,--,SI,SI,6638040.0,"-34,42200558","-58,95283788"
BUENOS AIRES,Pilar,Club de Campo Larena - Los Quinchos,0,--,--,--,--,--,--,--,--,SI,6638040.0,"-34,39114127","-59,00073321"
BUENOS AIRES,Pilar,Country Club El Jagüel,0,--,--,--,--,--,--,--,SI,SI,6638040.0,"-34,4","-59,0219"
BUENOS AIRES,Pilar,Del Viso,41437,SI,SI,--,SI,--,SI,SI,SI,SI,6638040.0,"-34,44940095","-58,80091197"
BUENOS AIRES,Pilar,Fátima,4923,SI,SI,--,SI,--,SI,SI,SI,SI,6638040.0,"-34,40725758","-58,97469129"
BUENOS AIRES,Pilar,La Lonja,12451,SI,SI,--,SI,--,SI,SI,SI,SI,6638040.0,"-34,44481494","-58,83937309"
CABA,COMUNA 12,VILLA URQUIZA,91563,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010.0,"-34,57154113","-58,48785606"
CATAMARCA,Fray Mamerto Esquiú,San José,10242,--,--,--,--,--,--,--,SI,SI,10063040.0,"-28,38873215","-65,70627012"
CATAMARCA,Fray Mamerto Esquiú,Villa Las Pirquitas,740,--,--,--,--,SI,--,--,--,SI,10063050.0,"-28,27546652","-65,73343148"
CATAMARCA,La Paz,Casa de Piedra,251,--,--,--,--,--,--,--,--,--,10070010.0,"-29,64928901","-65,51711516"
CATAMARCA,La Paz,El Aybal,68,--,--,--,--,--,--,--,--,--,10070020.0,"-29,10661404","-65,33969521"
CATAMARCA,La Paz,El Bañado,123,--,--,--,--,--,--,--,--,--,10070030.0,"-29,18323541","-65,41614592"
CATAMARCA,La Paz,El Divisadero,70,--,--,--,--,--,--,SI,--,--,10070040.0,"-29,19371842","-65,42334035"
CATAMARCA,La Paz,El Quimilo,63,--,--,--,--,--,--,--,--,--,10070050.0,"-29,95342144","-65,39264062"
CATAMARCA,La Paz,Esquiú,1019,--,--,--,--,--,--,--,SI,SI,10070060.0,"-29,37906619","-65,28982879"
CATAMARCA,La Paz,Icaño,2104,--,--,--,--,SI,--,SI,SI,SI,10070070.0,"-28,93088861","-65,29021581"
CATAMARCA,La Paz,La Dorada,218,--,--,--,--,--,--,SI,--,--,10070080.0,"-29,28043878","-65,47663219"
CABA,COMUNA 13,BELGRANO,126831,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010.0,"-34,55488152","-58,45028909"
CORDOBA,San Justo,Colonia Marina,1153,--,SI,--,SI,SI,SI,SI,SI,SI,14140090.0,"-31,24850663","-62,36396456"
CORDOBA,San Justo,Colonia Prosperidad,314,--,--,--,--,--,--,SI,--,SI,14140100.0,"-31,63049663","-62,36636135"
CORDOBA,San Justo,Colonia San Bartolomé,1291,--,--,--,--,--,SI,SI,--,SI,14140110.0,"-31,5283223","-62,72449339"
CORDOBA,San Justo,Colonia San Pedro,106,--,--,--,--,--,--,--,--,--,14140120.0,"-30,78360216","-61,91756432"
CORDOBA,San Justo,Colonia Santa María,63,--,--,--,--,--,--,--,--,--,14140130.0,"-31,60577479","-62,42788821"
CORDOBA,San Justo,Colonia Valtelina,190,--,--,--,--,--,--,--,--,--,14140140.0,"-31,05295483","-62,23543786"
CORDOBA,San Justo,Colonia Vignaud,722,SI,--,--,SI,--,--,SI,SI,SI,14140150.0,"-30,84162423","-61,95583862"
CATAMARCA,La Paz,La Guardia,493,--,--,--,--,--,--,--,--,SI,10070090.0,"-29,54967315","-65,4504858"
CATAMARCA,La Paz,Las Esquinas,136,--,--,--,--,--,--,--,--,--,10070100.0,"-28,76446281","-65,11202102"
CATAMARCA,La Paz,Las Palmitas,126,--,--,--,--,--,--,--,--,--,10070110.0,"-28,64023969","-64,98707169"
CATAMARCA,La Paz,Quirós,1156,--,--,--,--,--,SI,SI,--,SI,10070120.0,"-28,78830561","-65,10073023"
CATAMARCA,La Paz,Ramblones,68,--,--,--,--,--,--,--,--,--,10070130.0,"-29,15828445","-65,37494548"
CATAMARCA,La Paz,Recreo,11847,SI,--,--,SI,SI,SI,SI,SI,SI,10070140.0,"-29,27686112","-65,05656416"
CATAMARCA,La Paz,San Antonio,1835,--,--,--,--,--,SI,SI,SI,SI,10070150.0,"-28,93310532","-65,09496559"
CATAMARCA,Paclín,Amadores,172,--,--,--,--,--,--,--,--,--,10077010.0,"-28,26803638","-65,64621081"
CATAMARCA,Paclín,El Rosario,110,--,--,--,--,--,--,--,--,--,10077020.0,"-27,9877541","-65,68860694"
CATAMARCA,Paclín,La Bajada,97,--,--,--,--,--,--,--,--,--,10077030.0,"-28,39205249","-65,62826499"
CATAMARCA,Paclín,La Higuera,236,--,--,--,--,--,--,--,--,--,10077040.0,"-27,93528286","-65,69936749"
CATAMARCA,Paclín,La Merced,1759,SI,--,--,--,SI,SI,SI,--,SI,10077050.0,"-28,15376491","-65,66960624"
CATAMARCA,Paclín,La Viña,129,--,--,--,--,--,SI,--,--,--,10077060.0,"-28,04444578","-65,60793836"
CATAMARCA,Paclín,Las Lajas,136,--,--,--,--,SI,--,--,--,--,10077070.0,"-27,82691336","-65,74010793"
CATAMARCA,Paclín,Monte Potrero,186,--,--,--,--,--,--,--,SI,SI,10077080.0,"-28,19124607","-65,67067501"
CATAMARCA,Paclín,Palo Labrado,223,--,--,--,--,--,--,SI,--,--,10077090.0,"-28,33609345","-65,62742991"
CATAMARCA,Paclín,San Antonio,266,--,--,--,--,SI,SI,SI,--,--,10077100.0,"-28,00730837","-65,72685039"
CATAMARCA,Paclín,Villa de Balcozna,210,--,--,--,--,--,--,--,--,SI,10077110.0,"-27,87835756","-65,71907589"
CATAMARCA,Pomán,Apoyaco,76,--,--,--,--,--,--,--,--,--,10084010.0,"-28,30063379","-66,16597918"
CATAMARCA,Pomán,Colana,478,--,--,--,--,--,--,SI,--,--,10084020.0,"-28,34328773","-66,12225591"
CATAMARCA,Pomán,Colpes,774,--,--,--,--,--,SI,--,--,--,10084030.0,"-28,06065039","-66,2065039"
CATAMARCA,Pomán,El Pajonal (Est. Pomán),590,--,--,--,--,--,--,--,--,--,10084040.0,"-28,37731485","-66,30170927"
CATAMARCA,Pomán,Joyango,53,--,--,--,--,--,--,SI,--,--,10084050.0,"-28,07310197","-66,14355698"
BUENOS AIRES,Alberti,Villa Ortiz (Est. Coronel Mom),815,--,--,--,--,--,--,SI,SI,SI,6021070.0,"-34,84353294","-60,30484986"
BUENOS AIRES,Almirante Brown,Adrogué,30271,SI,SI,SI,SI,SI,SI,SI,SI,SI,6028010.0,"-34,80155807","-58,39146772"
BUENOS AIRES,Almirante Brown,Burzaco,92223,SI,SI,SI,SI,SI,SI,SI,SI,SI,6028010.0,"-34,83154159","-58,39868749"
BUENOS AIRES,Almirante Brown,Claypole,44098,SI,SI,SI,SI,--,SI,SI,SI,SI,6028010.0,"-34,80447591","-58,34478255"
BUENOS AIRES,Almirante Brown,Don Orione,46366,--,SI,--,--,--,SI,--,SI,SI,6028010.0,"-34,82107516","-58,3447458"
BUENOS AIRES,Almirante Brown,Glew,61985,SI,SI,SI,SI,--,SI,SI,SI,SI,6028010.0,"-34,88601142","-58,38183018"
BUENOS AIRES,Almirante Brown,Jose Mármol,43494,--,SI,SI,SI,--,SI,SI,SI,SI,6028010.0,"-34,78514425","-58,36814756"
BUENOS AIRES,Almirante Brown,Longchamps,51001,SI,SI,SI,SI,--,SI,SI,SI,SI,6028010.0,"-34,86094503","-58,38914769"
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,25844,SI,SI,SI,SI,--,SI,SI,SI,SI,6028010.0,"-34,81895832","-58,42356106"
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,17928,SI,SI,SI,SI,--,SI,SI,SI,SI,6028010.0,"-34,8556895","-58,36164654"
BUENOS AIRES,Almirante Brown,Rafael Calzada,60422,SI,SI,SI,SI,--,SI,SI,SI,SI,6028010.0,"-34,79113675","-58,35059818"
BUENOS AIRES,Almirante Brown,San Francisco Solano,30355,SI,SI,SI,SI,--,SI,SI,SI,SI,6028010.0,"-34,78667436","-58,32193635"
BUENOS AIRES,Almirante Brown,San Jose,48151,SI,SI,SI,SI,SI,SI,SI,SI,SI,6028010.0,"-34,76737719","-58,34327714"
BUENOS AIRES,La Plata,Lomas de Copello,420,--,--,--,--,--,--,--,--,--,6441040.0,"-34,95203857","-57,8409386"
MENDOZA,San Rafael,El Tropezón,462,--,--,--,--,--,--,--,--,--,50105090.0,"-34,68564491","-68,28555056"
BUENOS AIRES,General San Martín,Villa Juan Martín De Pueyrredon,18082,--,SI,--,SI,--,--,--,SI,SI,6371010.0,"-34,54748391","-58,57509726"
BUENOS AIRES,General San Martín,Villa Libertad,14404,--,SI,--,SI,--,--,--,SI,SI,6371010.0,"-34,58469601","-58,5623334"
BUENOS AIRES,General San Martín,Villa Lynch,4097,SI,SI,--,SI,--,--,SI,SI,SI,6371010.0,"-34,59014644","-58,52343772"
BUENOS AIRES,General San Martín,Villa Maipu,25120,SI,SI,--,SI,--,SI,SI,SI,SI,6371010.0,"-34,56821317","-58,52454515"
BUENOS AIRES,General San Martín,Villa Marqués Alejandro María De Aguado,13440,--,SI,--,SI,--,--,--,SI,SI,6371010.0,"-34,55513566","-58,53837713"
BUENOS AIRES,General San Martín,Villa Parque Pres Figueroa Alcorta,3762,--,SI,--,SI,--,--,--,SI,SI,6371010.0,"-34,59394876","-58,53217396"
BUENOS AIRES,General San Martín,Villa Parque San Lorenzo,4567,--,SI,--,SI,--,--,--,SI,SI,6371010.0,"-34,56187306","-58,53366245"
BUENOS AIRES,General San Martín,Villa San Andrés,10018,SI,SI,--,SI,--,SI,SI,SI,SI,6371010.0,"-34,56599329","-58,54480692"
BUENOS AIRES,General San Martín,Villa Yapeyú,3654,--,SI,--,SI,--,--,--,SI,SI,6371010.0,"-34,5716953","-58,5491074"
BUENOS AIRES,General Viamonte,Baigorrita,1848,SI,--,--,--,--,SI,SI,--,SI,6385010.0,"-34,74726868","-60,98895266"
BUENOS AIRES,General Viamonte,La Delfina,26,--,--,--,--,--,--,--,--,--,6385020.0,"-34,94204712","-61,15956879"
BUENOS AIRES,General Villegas,Villa Saboya,331,--,--,--,--,--,--,SI,--,SI,6392110.0,"-34,46079163","-62,64934446"
BUENOS AIRES,General Villegas,Villa Sauze,423,--,--,--,--,--,--,SI,--,--,6392120.0,"-35,28582982","-63,36820555"
BUENOS AIRES,Guaminí,Arroyo Venado,56,--,--,--,--,--,SI,--,--,--,6399010.0,"-37,08646628","-62,53914823"
BUENOS AIRES,Guaminí,Casbas,4450,--,--,SI,--,--,SI,SI,SI,SI,6399020.0,"-36,75809534","-62,50177541"
BUENOS AIRES,Guaminí,Garré,1036,--,--,--,SI,--,--,SI,--,SI,6399030.0,"-36,56043788","-62,59811204"
BUENOS AIRES,Guaminí,Guaminí,2845,--,--,--,SI,--,SI,SI,SI,SI,6399040.0,"-37,01208813","-62,41668573"
BUENOS AIRES,Guaminí,Laguna Alsina (Est. Bonifacio),1677,SI,--,--,SI,--,SI,SI,--,--,6399050.0,"-36,80905244","-62,24514808"
BUENOS AIRES,Hipólito Yrigoyen,Henderson,8645,SI,--,SI,--,--,SI,SI,SI,SI,6406010.0,"-36,29946304","-61,71784018"
BUENOS AIRES,Hipólito Yrigoyen,Herrera Vegas,115,--,--,--,--,--,--,--,--,--,6406020.0,"-36,0883254","-61,41125008"
BUENOS AIRES,Hurlingham,Hurlingham,63307,SI,SI,SI,SI,--,SI,SI,SI,SI,6408010.0,"-34,59309314","-58,63572095"
BUENOS AIRES,La Plata,Los Hornos,0,--,SI,--,SI,--,SI,--,SI,SI,6441030.0,"-34,97371551","-57,98505391"
BUENOS AIRES,La Plata,Manuel B Gonnet,0,--,SI,--,SI,--,--,SI,SI,SI,6441030.0,"-34,88195119","-58,01899153"
BUENOS AIRES,La Plata,Poblet,0,--,--,--,--,--,--,--,--,--,6441030.0,"-35,0604581","-57,9547426"
BUENOS AIRES,La Plata,Ringuelet,0,--,SI,--,SI,--,--,SI,SI,SI,6441030.0,"-34,89105449","-57,99137819"
BUENOS AIRES,La Plata,Rufino De Elizalde,0,--,--,--,--,--,--,--,SI,SI,6441030.0,"-34,97109008","-57,95243513"
BUENOS AIRES,La Plata,ruta del sol,0,SI,--,--,SI,--,--,SI,SI,SI,6441050.0,"-34,94373335","-58,17326524"
BUENOS AIRES,La Plata,ruta del sol,2312,SI,--,--,SI,--,--,SI,SI,SI,6441050.0,"-34,94373335","-58,17326524"
BUENOS AIRES,La Plata,Tolosa,0,--,SI,--,SI,--,--,SI,SI,SI,6441030.0,"-34,90076993","-57,98212935"
BUENOS AIRES,La Plata,Transradio,0,--,--,--,--,SI,--,--,SI,SI,6441030.0,"-34,87900555","-58,08173386"
BUENOS AIRES,La Plata,Villa Elisa,0,--,SI,--,SI,--,SI,SI,SI,SI,6441030.0,"-34,87762052","-58,09071392"
BUENOS AIRES,La Plata,Villa Elvira,0,--,SI,--,SI,--,SI,--,SI,SI,6441030.0,"-34,94064376","-57,92149847"
BUENOS AIRES,La Plata,Villa Garibaldi,0,--,--,--,--,--,SI,--,--,--,6441030.0,"-34,99865172","-57,84049662"
BUENOS AIRES,Pilar,Villa Astolfi,6735,--,SI,--,SI,--,SI,--,SI,SI,6638040.0,"-34,48589834","-58,87683357"
BUENOS AIRES,Pilar,Villa Rosa,23865,SI,SI,SI,SI,--,SI,SI,SI,SI,6638040.0,"-34,40773271","-58,85393458"
BUENOS AIRES,Pilar,Zelaya,3461,SI,SI,--,--,--,SI,SI,SI,SI,6638040.0,"-34,36571828","-58,89369609"
BUENOS AIRES,Pinamar,Carilo,0,--,SI,--,--,--,--,--,SI,SI,6644010.0,"-37,16415937","-56,90279144"
BUENOS AIRES,Pinamar,Ostende,0,--,--,--,--,--,--,--,SI,SI,6644010.0,"-37,13004776","-56,88339847"
BUENOS AIRES,Pinamar,Pinamar,25397,SI,SI,--,SI,SI,--,SI,SI,SI,6644010.0,"-37,07774489","-56,84372274"
BUENOS AIRES,Pinamar,Valeria Del Mar,0,--,--,--,--,--,--,--,SI,SI,6644010.0,"-37,14455578","-56,890292"
BUENOS AIRES,Presidente Perón,Barrio America Unida,0,--,--,--,--,--,--,--,SI,SI,6648010.0,"-34,88619758","-58,41733484"
BUENOS AIRES,Presidente Perón,Guernica,80824,SI,SI,SI,SI,--,SI,SI,SI,SI,6648010.0,"-34,92305921","-58,36502727"
BUENOS AIRES,Puán,17 de Agosto,319,--,--,--,--,--,--,SI,--,--,6651040.0,"-37,90869244","-62,93602847"
CABA,COMUNA 13,COLEGIALES,52551,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010.0,"-34,57464274","-58,4509682"
CHACO,Almirante Brown,Taco Pozo,7813,--,--,--,SI,SI,--,SI,--,SI,22007050.0,"-25,61565989","-63,2692965"
CHACO,Bermejo,General Vedia,1751,SI,--,--,SI,SI,SI,SI,--,SI,22014010.0,"-26,93493786","-58,66128483"
CHACO,Bermejo,Isla del Cerrito,1758,--,--,--,--,SI,--,SI,--,SI,22014020.0,"-27,29278527","-58,61783774"
CHACO,Bermejo,La Leonesa,8823,SI,--,--,--,--,SI,SI,SI,SI,22014030.0,"-27,03795963","-58,70693772"
CHACO,Bermejo,Las Palmas,4914,--,--,--,SI,SI,SI,--,SI,SI,22014040.0,"-27,04789752","-58,67957393"
CHACO,Bermejo,Puerto Bermejo Nuevo,1733,--,--,--,SI,--,SI,SI,--,--,22014050.0,"-26,90737537","-58,54283166"
CHACO,Libertad,Colonia Popular,191,--,--,--,--,--,SI,SI,--,SI,22077010.0,"-27,27593094","-59,15237816"
CHACO,Libertad,Estación General Obligado,31,--,--,--,--,--,--,--,--,--,22077020.0,"-27,41286799","-59,42015797"
CHACO,Libertad,Laguna Blanca,547,--,--,--,--,SI,SI,SI,--,--,22077030.0,"-27,25721955","-59,23404861"
CHACO,Libertad,Puerto Tirol,8819,SI,SI,--,SI,--,SI,SI,SI,SI,22077040.0,"-27,37451256","-59,09531599"
CHACO,Libertador General San Martín,Ciervo Petiso,786,--,--,--,--,SI,--,--,--,SI,22084010.0,"-26,58158496","-59,6329804"
CHACO,Libertador General San Martín,General José de San Martín,28124,SI,SI,--,SI,--,SI,SI,SI,SI,22084020.0,"-26,53407306","-59,33471136"
CHACO,Libertador General San Martín,La Eduvigis,392,--,--,--,--,SI,--,--,--,SI,22084030.0,"-26,83741205","-59,06411758"
CHACO,Libertador General San Martín,Laguna Limpia,1207,--,--,--,--,--,SI,--,--,SI,22084040.0,"-26,49670139","-59,67993729"
CHACO,Libertador General San Martín,Pampa Almirón,1278,--,--,--,SI,--,SI,--,SI,SI,22084050.0,"-26,70224786","-59,12378503"
CHACO,Libertador General San Martín,Pampa del Indio,9204,--,--,--,SI,SI,SI,SI,SI,SI,22084060.0,"-26,05071476","-59,94122411"
CHACO,Libertador General San Martín,Presidencia Roca,4201,--,--,--,SI,SI,SI,SI,SI,SI,22084070.0,"-26,14020076","-59,59684529"
CHACO,Libertador General San Martín,Selvas del Río de Oro,606,--,--,--,--,--,--,--,--,SI,22084080.0,"-26,80447558","-58,95854545"
CHACO,Maipú,Tres Isletas,16976,SI,--,--,--,--,SI,SI,SI,SI,22091010.0,"-26,33783493","-60,42993495"
CHACO,Bermejo,Puerto Bermejo Viejo,86,--,--,--,--,--,--,--,--,SI,22014060.0,"-26,92854814","-58,50630366"
CHACO,Bermejo,Puerto Eva Perón,609,--,--,--,SI,SI,SI,--,--,SI,22014070.0,"-26,66148009","-58,63558182"
CHACO,Chacabuco,Charata,26497,SI,--,--,SI,SI,SI,SI,SI,SI,22028010.0,"-27,22004585","-61,19158545"
CHACO,Comandante Fernández,Presidencia Roque Sáenz Peña,89882,SI,--,--,SI,SI,SI,SI,SI,SI,22021010.0,"-26,79160589","-60,44214628"
CHACO,Fray Justo Santa María de Oro,Chorotis,941,--,--,--,--,--,--,--,--,SI,22043010.0,"-27,91758529","-61,39956947"
CHACO,Fray Justo Santa María de Oro,Santa Sylvina,7340,--,SI,--,--,SI,--,--,SI,SI,22043020.0,"-27,83560086","-61,13617422"
CHACO,Fray Justo Santa María de Oro,Venados Grandes,303,--,--,--,--,--,--,--,--,--,22043030.0,"-27,81815392","-61,38156642"
CHACO,General Belgrano,Corzuela,10335,SI,--,--,SI,SI,SI,SI,SI,SI,22049010.0,"-26,95567601","-60,97075741"
CHACO,General Donovan,La Escondida,3261,SI,SI,--,SI,SI,--,SI,SI,SI,22056010.0,"-27,10732485","-59,44753251"
CHACO,General Donovan,La Verde,2717,SI,--,--,SI,SI,--,SI,SI,SI,22056020.0,"-27,12979343","-59,37746199"
CHACO,General Donovan,Lapachito,888,SI,--,--,SI,--,--,SI,SI,SI,22056030.0,"-27,15879035","-59,3903975"
CHACO,General Donovan,Makallé,4322,SI,SI,--,--,SI,--,SI,SI,SI,22056040.0,"-27,21161854","-59,28836621"
