Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general,Unnamed: 13
ENTRE RIOS,Federación,San Pedro,30028100,- 0,- 0,- 0,18,- 0,- 0,- 0,23,41,
ENTRE RIOS,Federación,Santa Ana,30028110,- 0,1,- 0,218,- 0,- 0,- 0,16,235,
ENTRE RIOS,Federación,Villa del Rosario,30028120,- 0,4,- 0,269,- 0,- 0,- 0,140,413,
ENTRE RIOS,Federación,San Ramón,30028105,- 0,- 0,- 0,- 0,- 0,- 0,- 0,46,46,
ENTRE RIOS,Federal,Conscripto Bernardi,30035010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,167,167,
ENTRE RIOS,Federal,El Cimarrón,30035020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,80,80,
ENTRE RIOS,Federal,Federal,30035030,501,- 0,- 0,1,"1,1",- 0,- 0,315,"1,92",
ENTRE RIOS,Federal,Nueva Vizcaya,30035040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,41,41,
ENTRE RIOS,Federal,Sauce de Luna,30035050,- 0,- 0,- 0,3,- 0,1,- 0,566,570,
ENTRE RIOS,Feliciano,San José de Feliciano,30042010,- 0,- 0,- 0,- 0,- 0,2,- 0,703,705,
ENTRE RIOS,Feliciano,San Víctor,30042020,1,- 0,- 0,- 0,- 0,- 0,- 0,18,19,
ENTRE RIOS,Gualeguay,General Galarza,30049030,2,- 0,- 0,- 0,- 0,- 0,- 0,606,608,
ENTRE RIOS,Gualeguay,Gualeguay,30049040,"3,72","3,88",- 0,1,753,1,- 0,"1,36","9,72",
ENTRE RIOS,Gualeguaychú,Aldea San Antonio,30056010,- 0,188,- 0,- 0,- 0,1,- 0,- 0,189,
ENTRE RIOS,Gualeguaychú,Aldea San Juan,30056020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,19,19,
ENTRE RIOS,Gualeguaychú,Faustino M. Parera,30056040,4,- 0,- 0,- 0,- 0,- 0,- 0,- 0,4,
ENTRE RIOS,Gualeguaychú,Gilbert,30056060,- 0,63,- 0,- 0,- 0,- 0,- 0,- 0,63,
ENTRE RIOS,Gualeguaychú,Gualeguaychú,30056070,"5,71","11,37",1,"4,64",1,1,- 0,"2,11","23,82",
ENTRE RIOS,Gualeguaychú,Larroque,30056090,253,- 0,- 0,385,- 0,- 0,- 0,487,"1,12",
ENTRE RIOS,Gualeguaychú,Pueblo General Belgrano,30056100,- 0,"1,13",- 0,- 0,- 0,- 0,- 0,- 0,"1,13",
ENTRE RIOS,Gualeguaychú,Urdinarrain,30056110,775,"1,22",- 0,- 0,- 0,- 0,- 0,4,2,
ENTRE RIOS,Gualeguaychú,Enrique Carbó,30056030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,27,27,
ENTRE RIOS,Islas del Ibicuy,Ceibas,30063020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,48,48,
ENTRE RIOS,Islas del Ibicuy,Ibicuy,30063030,- 0,742,- 0,135,- 0,- 0,- 0,- 0,877,
ENTRE RIOS,Islas del Ibicuy,Médanos,30063040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,34,34,
ENTRE RIOS,Islas del Ibicuy,OTROS,Sin Datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,25,25,
ENTRE RIOS,Islas del Ibicuy,Villa Paranacito,30063060,- 0,92,- 0,- 0,- 0,- 0,- 0,- 0,92,
ENTRE RIOS,La Paz,Bovril,30070010,- 0,"1,11",- 0,2,- 0,- 0,- 0,5,"1,11",
ENTRE RIOS,La Paz,La Paz,30070040,"1,23","2,3",- 0,"2,8",- 0,- 0,- 0,972,"7,3",
ENTRE RIOS,La Paz,Piedras Blancas,30070050,- 0,65,- 0,1,- 0,- 0,- 0,4,70,
ENTRE RIOS,La Paz,Pueblo Arrúa (Est. Alcaraz),30070005,- 0,31,- 0,- 0,- 0,1,- 0,145,177,
ENTRE RIOS,La Paz,San Gustavo,30070070,- 0,- 0,- 0,32,- 0,- 0,- 0,195,227,
ENTRE RIOS,La Paz,Santa Elena,30070080,"1,32",236,- 0,- 0,- 0,- 0,- 0,437,"1,99",
ENTRE RIOS,La Paz,Colonia Avigdor,30070020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,68,68,
ENTRE RIOS,La Paz,El Solar,30070030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,22,22,
ENTRE RIOS,Nogoyá,Aranguren,30077010,- 0,312,- 0,- 0,- 0,1,- 0,93,406,
ENTRE RIOS,Nogoyá,Betbeder,30077020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,20,20,
ENTRE RIOS,Nogoyá,Don Cristóbal,30077030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,71,71,
ENTRE RIOS,Nogoyá,Febré,30077040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,4,4,
ENTRE RIOS,Nogoyá,Hernández,30077050,142,- 0,- 0,- 0,- 0,1,- 0,125,268,
ENTRE RIOS,Nogoyá,Lucas González,30077060,499,- 0,- 0,- 0,1,- 0,- 0,197,697,
ENTRE RIOS,Nogoyá,Nogoyá,30077070,"2,17",- 0,- 0,- 0,697,- 0,- 0,716,"3,59",
ENTRE RIOS,Nogoyá,OTROS,Sin Datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,13,13,
ENTRE RIOS,Nogoyá,XX de Setiembre,30077080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,41,41,
ENTRE RIOS,OTROS,OTROS,Sin Datos,- 0,- 0,- 0,- 0,"7,2",- 0,- 0,- 0,"7,2",
ENTRE RIOS,Paraná,Cerrito,30084050,200,954,- 0,- 0,- 0,1,- 0,94,"1,25",
ENTRE RIOS,Paraná,Colonia Avellaneda,30084060,366,- 0,- 0,- 0,- 0,- 0,- 0,58,424,
ENTRE RIOS,Paraná,Crespo,30084070,991,"6,03",- 0,301,- 0,- 0,- 0,94,"7,42",
ENTRE RIOS,Paraná,Crucesitas Séptima Sección,30084095,- 0,- 0,- 0,- 0,- 0,- 0,- 0,118,118,
ENTRE RIOS,Paraná,El Ramblón,30084095,- 0,- 0,- 0,- 0,- 0,- 0,- 0,18,18,
ENTRE RIOS,Paraná,Hasenkamp,30084100,- 0,845,- 0,2,- 0,1,- 0,224,"1,07",
ENTRE RIOS,Paraná,Hernandarias,30084110,- 0,414,- 0,- 0,- 0,- 0,- 0,25,439,
ENTRE RIOS,Paraná,La Picada,30084120,7,- 0,- 0,1,- 0,- 0,- 0,- 0,8,
ENTRE RIOS,Paraná,Las Tunas,30084130,- 0,- 0,- 0,- 0,- 0,- 0,- 0,54,54,
ENTRE RIOS,Paraná,María Grande,30084140,- 0,"1,48",1,419,93,- 0,- 0,239,"2,23",
ENTRE RIOS,Paraná,Oro Verde,30084150,335,1,- 0,- 0,- 0,- 0,- 0,60,396,
ENTRE RIOS,Paraná,OTROS,Sin Datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,13,13,
ENTRE RIOS,Paraná,Paraná,30084160,"6,08","81,04",14,"5,71",7,1,- 0,"1,2","94,05",
ENTRE RIOS,Paraná,San Benito,30084200,137,"1,07",- 0,- 0,- 0,- 0,- 0,184,"1,4",
ENTRE RIOS,Paraná,Seguí,30084230,1,423,- 0,- 0,- 0,1,- 0,292,717,
ENTRE RIOS,Paraná,Tabossi,30084250,- 0,308,- 0,54,- 0,- 0,- 0,128,490,
ENTRE RIOS,Paraná,Viale,30084270,925,292,- 0,136,- 0,- 0,- 0,801,"2,15",
ENTRE RIOS,Paraná,Villa Urquiza,30084300,1,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,
ENTRE RIOS,Paraná,Pueblo Brugo,30084180,- 0,- 0,- 0,- 0,- 0,- 0,- 0,45,45,
ENTRE RIOS,Paraná,Aldea María Luisa,30084010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,8,8,
ENTRE RIOS,Paraná,Aldea San Rafael,30084020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,9,9,
ENTRE RIOS,Paraná,El Palenque,30084080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,5,5,
ENTRE RIOS,Paraná,El Pingo,30084090,- 0,- 0,- 0,- 0,- 0,- 0,- 0,50,50,
ENTRE RIOS,Paraná,Sauce Montrull,30084210,- 0,- 0,- 0,- 0,- 0,- 0,- 0,71,71,
ENTRE RIOS,San Salvador,General Campos,30088010,1,- 0,- 0,- 0,- 0,1,- 0,232,234,
ENTRE RIOS,San Salvador,San Salvador,30088020,458,- 0,- 0,720,1,- 0,- 0,2,"1,18",
ENTRE RIOS,Tala,Durazno,30091020,10,- 0,- 0,- 0,- 0,- 0,- 0,44,54,
ENTRE RIOS,Tala,Gobernador Echagüe,30091040,- 0,- 0,- 0,- 0,22,- 0,- 0,- 0,22,
ENTRE RIOS,Tala,Gobernador Mansilla,30091050,- 0,- 0,- 0,- 0,160,- 0,- 0,21,181,
ENTRE RIOS,Tala,Gobernador Solá,30091060,- 0,- 0,- 0,- 0,25,- 0,- 0,- 0,25,
ENTRE RIOS,Tala,Maciá,30091090,- 0,209,- 0,- 0,180,- 0,- 0,- 0,389,
ENTRE RIOS,Tala,Rosario del Tala,30091100,"1,22",- 0,- 0,213,970,- 0,- 0,- 0,"2,4",
ENTRE RIOS,Uruguay,1º de Mayo,30098090,- 0,- 0,- 0,26,- 0,- 0,- 0,152,178,
ENTRE RIOS,Uruguay,Basavilbaso,30098010,784,- 0,- 0,789,- 0,1,- 0,774,"2,35",
ENTRE RIOS,Uruguay,Caseros,30098020,101,- 0,- 0,707,6,- 0,- 0,61,875,
ENTRE RIOS,Uruguay,Colonia Elía,30098030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,163,163,
ENTRE RIOS,Uruguay,Concepción del Uruguay,30098040,"5,33","8,54",6,"6,82",- 0,- 0,- 0,"2,93","23,63",
ENTRE RIOS,Uruguay,Herrera,30098060,126,- 0,- 0,- 0,- 0,- 0,- 0,72,198,
ENTRE RIOS,Uruguay,Líbaros,30098080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,37,37,
ENTRE RIOS,Uruguay,Pronunciamiento,30098100,- 0,- 0,- 0,31,- 0,- 0,- 0,194,225,
ENTRE RIOS,Uruguay,Rocamora,30098110,- 0,- 0,- 0,- 0,- 0,- 0,- 0,60,60,
ENTRE RIOS,Uruguay,Santa Anita,30098120,- 0,- 0,- 0,305,- 0,- 0,- 0,63,368,
ENTRE RIOS,Uruguay,Villa Mantero,30098130,40,- 0,- 0,196,- 0,1,- 0,38,275,
ENTRE RIOS,Uruguay,Villa San Justo,30098140,- 0,- 0,- 0,455,- 0,- 0,- 0,82,537,
ENTRE RIOS,Uruguay,Villa San Marcial (Est. Gobernador Urquiza),30098150,- 0,- 0,- 0,- 0,- 0,- 0,- 0,57,57,
ENTRE RIOS,Uruguay,Las Moscas,30098070,- 0,- 0,- 0,7,- 0,- 0,- 0,46,53,
ENTRE RIOS,Uruguay,Estancia San Pedro,30098030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,3,3,
ENTRE RIOS,Victoria,Molino Doll,30105040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,10,10,
ENTRE RIOS,Victoria,Rincón de Nogoyá,30105040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,19,19,
ENTRE RIOS,Victoria,Victoria,30105060,"4,16",3,- 0,2,- 0,- 0,- 0,352,"4,52",
ENTRE RIOS,Villaguay,Estación Raíces,30113010,34,- 0,- 0,- 0,- 0,- 0,- 0,5,39,
ENTRE RIOS,Villaguay,Ingeniero Miguel Sajaroff,30113020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,44,44,
ENTRE RIOS,Villaguay,Jubileo,30113030,- 0,- 0,- 0,16,- 0,- 0,- 0,65,81,
ENTRE RIOS,Villaguay,Villa Clara,30113060,76,- 0,- 0,49,- 0,1,- 0,68,194,
ENTRE RIOS,Villaguay,Villa Domínguez,30113070,- 0,- 0,- 0,30,- 0,- 0,- 0,114,144,
ENTRE RIOS,Villaguay,Villaguay,30113080,"1,38",- 0,- 0,"3,36",1,- 0,- 0,"1,27",6,
ENTRE RIOS,Villaguay,Paso de la Laguna,30113050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,39,39,
FORMOSA,Bermejo,Fortín Soledad,34007003,- 0,- 0,- 0,- 0,1,- 0,- 0,7,8,
FORMOSA,Bermejo,La Rinconada,34007007,- 0,- 0,- 0,- 0,- 0,- 0,- 0,8,8,
FORMOSA,Bermejo,Laguna Yema,34007010,- 0,- 0,- 0,- 0,- 0,2,- 0,76,78,
FORMOSA,Bermejo,Lamadrid,34007015,- 0,- 0,- 0,- 0,- 0,- 0,- 0,7,7,
FORMOSA,Bermejo,Los Chiriguanos,34007020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,40,40,
FORMOSA,Bermejo,Pozo de Maza,34007030,- 0,- 0,- 0,- 0,1,1,- 0,16,18,
FORMOSA,Bermejo,Pozo del Mortero,34007040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,13,13,
FORMOSA,Bermejo,Vaca Perdida,34007050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,5,5,
FORMOSA,Bermejo,Guadalcazar,34007005,- 0,- 0,- 0,- 0,- 0,- 0,- 0,9,9,
FORMOSA,Formosa,Colonia Pastoril,34014010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,74,74,
FORMOSA,Formosa,Formosa,34014020,"10,05","16,87",- 0,"7,28",32,5,- 0,"7,83","42,07",
FORMOSA,Formosa,Gran Guardia,34014030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,69,69,
FORMOSA,Formosa,Mariano Boedo,34014040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,31,31,
FORMOSA,Formosa,Mojón de Fierro,34014050,- 0,- 0,- 0,- 0,- 0,1,- 0,28,29,
FORMOSA,Formosa,San Hilario,34014060,- 0,- 0,- 0,- 0,- 0,1,- 0,28,29,
FORMOSA,Formosa,Villa del Carmen,34014070,- 0,- 0,- 0,80,- 0,2,- 0,56,138,
FORMOSA,Laishi,Banco Payaguá,34021010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,32,32,
FORMOSA,Laishi,General Lucio Victorio Mansilla,34021020,12,- 0,- 0,- 0,- 0,2,- 0,167,181,
FORMOSA,Laishi,Herradura,34021030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,131,131,
FORMOSA,Laishi,OTROS,Sin Datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,132,132,
FORMOSA,Laishi,San Francisco de Laishi,34021040,- 0,- 0,- 0,- 0,- 0,3,- 0,239,242,
FORMOSA,Laishi,Tatané,34021050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,61,61,
FORMOSA,Laishi,Villa Escolar,34021060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,102,102,
FORMOSA,Matacos,Ingeniero Guillermo N. Juárez,34028010,205,- 0,- 0,- 0,- 0,1,- 0,252,458,
FORMOSA,Patiño,Bartolomé de las Casas,34035010,- 0,- 0,- 0,- 0,- 0,1,- 0,6,7,
FORMOSA,Patiño,Comandante Fontana,34035030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,751,751,
FORMOSA,Patiño,Estanislao del Campo,34035050,37,- 0,- 0,- 0,- 0,- 0,- 0,157,194,
FORMOSA,Patiño,Fortín Cabo 1º Lugones,34035060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,145,145,
FORMOSA,Patiño,Fortín Sargento 1º Leyes,34035070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,6,6,
FORMOSA,Patiño,Ibarreta,34035080,236,- 0,- 0,- 0,1,3,- 0,518,758,
FORMOSA,Patiño,Juan G. Bazán,34035090,- 0,- 0,- 0,- 0,- 0,- 0,- 0,11,11,
FORMOSA,Patiño,Las Lomitas,34035100,460,- 0,- 0,"1,53",1,5,- 0,232,"2,22",
FORMOSA,Patiño,OTROS,Sin Datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,44,44,
FORMOSA,Patiño,Posta Cambio Zalazar,34035110,- 0,- 0,- 0,- 0,- 0,- 0,- 0,58,58,
FORMOSA,Patiño,Pozo del Tigre,34035120,34,- 0,- 0,200,- 0,1,- 0,190,425,
FORMOSA,Patiño,San Martín II,34035140,- 0,- 0,- 0,1,- 0,- 0,- 0,369,370,
FORMOSA,Patiño,Subteniente Perín,34035150,- 0,- 0,- 0,- 0,- 0,1,- 0,71,72,
FORMOSA,Patiño,Villa General Güemes,34035160,- 0,- 0,- 0,2,1,- 0,- 0,446,449,
FORMOSA,Patiño,Villa General Manuel Belgrano,34035170,- 0,- 0,- 0,1,- 0,- 0,- 0,448,449,
FORMOSA,Patiño,San Martín I,34035130,- 0,- 0,- 0,- 0,- 0,- 0,- 0,5,5,
FORMOSA,Pilagás,Buena Vista,34042010,- 0,- 0,- 0,3,- 0,- 0,- 0,412,415,
FORMOSA,Pilagás,El Espinillo,34042020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,300,300,
FORMOSA,Pilagás,Misión Tacaagle,34042040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,149,149,
FORMOSA,Pilagás,Tres Lagunas,34042060,23,- 0,- 0,- 0,- 0,- 0,- 0,97,120,
FORMOSA,Pilagás,Laguna Gallo,34042030,- 0,- 0,- 0,- 0,- 0,1,- 0,5,6,
FORMOSA,Pilagás,Portón Negro,34042050,- 0,- 0,- 0,- 0,- 0,2,- 0,- 0,2,
FORMOSA,Pilcomayo,Clorinda,34049010,"1,17",24,- 0,"2,53",20,1,- 0,83,"3,83",
FORMOSA,Pilcomayo,Laguna Blanca,34049020,40,- 0,- 0,315,1,- 0,- 0,630,986,
FORMOSA,Pilcomayo,Laguna Naick-Neck,34049030,109,- 0,- 0,- 0,- 0,2,- 0,363,474,
FORMOSA,Pilcomayo,Palma Sola,34049040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,18,18,
FORMOSA,Pilcomayo,Riacho He-He,34049060,- 0,- 0,- 0,1,- 0,- 0,- 0,414,415,
FORMOSA,Pilcomayo,Siete Palmas,34049080,16,- 0,- 0,1,- 0,- 0,- 0,82,99,
FORMOSA,Pilcomayo,Puerto Pilcomayo,34049050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,3,3,
FORMOSA,Pilcomayo,Riacho Negro,34049070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,3,3,
FORMOSA,Pirané,Colonia Campo Villafañe,34056010,- 0,- 0,- 0,52,- 0,- 0,- 0,145,197,
FORMOSA,Pirané,El Colorado,34056020,"1,34",- 0,- 0,160,3,5,- 0,867,"2,38",
FORMOSA,Pirané,Palo Santo,34056030,- 0,173,- 0,- 0,- 0,1,- 0,291,465,
FORMOSA,Pirané,Pirané,34056040,- 0,- 0,- 0,957,101,6,- 0,464,"1,53",
FORMOSA,Pirané,Villa Kilómetro 213,34056050,- 0,- 0,- 0,- 0,1,- 0,- 0,431,432,
FORMOSA,Ramón Lista,El Potrillo,34063010,- 0,- 0,- 0,- 0,2,- 0,- 0,20,22,
FORMOSA,Ramón Lista,El Quebracho,34063030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,12,12,
FORMOSA,Ramón Lista,General Mosconi,34063020,- 0,- 0,- 0,8,4,3,- 0,33,48,
FORMOSA,Ramón Lista,OTROS,Sin Datos,- 0,- 0,- 0,- 0,- 0,8,- 0,- 0,8,
JUJUY,Cochinoca,Abra Pampa,38007020,- 0,- 0,- 0,- 0,- 0,3,- 0,221,224,
JUJUY,Cochinoca,Puesto del Marquéz,38007060,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Cochinoca,La Redonda,38007055,- 0,- 0,- 0,- 0,- 0,2,- 0,- 0,2,
JUJUY,Doctor Manuel Belgrano,Guerrero,38021010,73,78,- 0,- 0,- 0,- 0,- 0,- 0,151,
JUJUY,Doctor Manuel Belgrano,Lozano (Ap. Chañi),38021040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,111,111,
JUJUY,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),38021060,"7,77","39,57",- 0,"34,4",36,4,- 0,140,"81,92",
JUJUY,Doctor Manuel Belgrano,Yala,38021070,- 0,- 0,- 0,- 0,- 0,2,- 0,3,5,
JUJUY,Doctor Manuel Belgrano,La Almona,38021020,- 0,2,- 0,3,- 0,- 0,- 0,- 0,5,
JUJUY,Doctor Manuel Belgrano,Dr. Manuel Belgrano,38021065,- 0,- 0,- 0,2,- 0,3,- 0,8,13,
JUJUY,Doctor Manuel Belgrano,León,38021030,- 0,504,- 0,- 0,- 0,2,- 0,- 0,506,
JUJUY,El Carmen,El Carmen,38014040,415,359,- 0,510,- 0,2,- 0,1,"1,29",
JUJUY,El Carmen,Manantiales,38014060,- 0,- 0,- 0,- 0,- 0,2,- 0,- 0,2,
JUJUY,El Carmen,Monterrico,38014070,- 0,"1,04",- 0,- 0,- 0,1,- 0,10,"1,05",
JUJUY,El Carmen,Pampa Blanca,38014080,66,261,- 0,- 0,- 0,3,- 0,1,331,
JUJUY,El Carmen,Perico,38014090,- 0,"1,38",- 0,575,- 0,1,- 0,12,"1,97",
JUJUY,El Carmen,Puesto Viejo,38014100,- 0,87,- 0,- 0,- 0,1,- 0,- 0,88,
JUJUY,El Carmen,Aguas Calientes,38014010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,28,28,
JUJUY,Humahuaca,El Aguilar,38028020,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
JUJUY,Humahuaca,Hipólito Yrigoyen (Est. Iturbe),38028030,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Humahuaca,Humahuaca,38028040,363,- 0,- 0,- 0,- 0,12,- 0,330,705,
JUJUY,Humahuaca,Tres Cruces,38028050,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Humahuaca,Uquía (Est. Senador Pérez),38028060,3,- 0,- 0,5,- 0,- 0,- 0,- 0,8,
JUJUY,Ledesma,Caimancito,38035030,202,- 0,- 0,- 0,- 0,1,- 0,38,241,
JUJUY,Ledesma,Calilegua,38035040,- 0,500,- 0,- 0,- 0,1,- 0,144,645,
JUJUY,Ledesma,Chalicán,38035050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,78,78,
JUJUY,Ledesma,Fraile Pintado,38035060,633,23,- 0,- 0,- 0,1,- 0,121,778,
JUJUY,Ledesma,Libertador General San Martín (Est. Ledesma),38035080,60,"6,07",- 0,1,- 0,3,- 0,787,"7,92",
JUJUY,Ledesma,Yuto,38035110,- 0,- 0,- 0,- 0,- 0,2,- 0,176,178,
JUJUY,OTROS,OTROS,Sin Datos,- 0,- 0,- 0,- 0,"1,08",- 0,- 0,- 0,"1,08",
JUJUY,Palpalá,Carahunco,38042010,1,- 0,- 0,- 0,- 0,2,- 0,- 0,3,
JUJUY,Palpalá,Centro Forestal,38042020,15,- 0,- 0,- 0,- 0,- 0,- 0,- 0,15,
JUJUY,Palpalá,Palpalá (Est. Gral. Manuel N. Savio),38042040,"1,93",1,- 0,"3,4",- 0,3,- 0,1,"6,33",
JUJUY,Palpalá,Rio Blanco,38042010,- 0,53,- 0,21,- 0,- 0,- 0,- 0,74,
JUJUY,Rinconada,Liviara,38049020,- 0,- 0,- 0,- 0,- 0,5,- 0,- 0,5,
JUJUY,Rinconada,Loma Blanca,38049025,- 0,- 0,- 0,- 0,- 0,2,- 0,- 0,2,
JUJUY,Rinconada,Nuevo Pirquitas,38049030,- 0,- 0,- 0,5,- 0,1,- 0,- 0,6,
JUJUY,Rinconada,Coyaguaima,38049007,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Rinconada,Orosmayo,38049035,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Rinconada,Rinconada,38049040,- 0,- 0,- 0,- 0,- 0,4,- 0,- 0,4,
JUJUY,Rinconada,Lagunillas de Farallón,38049010,- 0,- 0,- 0,9,- 0,- 0,- 0,- 0,9,
JUJUY,San Antonio,Loteo Navea,38056020,- 0,- 0,- 0,77,- 0,- 0,- 0,- 0,77,
JUJUY,San Antonio,San Antonio,38056030,1,130,- 0,- 0,- 0,1,- 0,- 0,132,
JUJUY,San Antonio,El Ceibal,38056010,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1,
JUJUY,San Antonio,Los Alisos,38056017,1,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,
JUJUY,San Pedro,La Esperanza,38063070,- 0,- 0,- 0,- 0,- 0,1,- 0,15,16,
JUJUY,San Pedro,La Mendieta,38063090,- 0,- 0,- 0,- 0,- 0,1,- 0,240,241,
JUJUY,San Pedro,San Pedro (Est. San Pedro de Jujuy),38063180,"5,44","1,33",- 0,"1,88",- 0,1,- 0,75,"8,73",
JUJUY,San Pedro,San Lucas,38063170,- 0,- 0,- 0,- 0,- 0,- 0,- 0,10,10,
JUJUY,San Pedro,Don Emilio,38063030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,37,37,
JUJUY,San Pedro,Rosario de Río Grande,38063150,- 0,- 0,- 0,- 0,- 0,- 0,- 0,54,54,
JUJUY,SANTA BARBARA,El Fuerte,38070010,- 0,- 0,- 0,- 0,- 0,5,- 0,- 0,5,
JUJUY,SANTA BARBARA,El Piquete,38070020,71,- 0,- 0,- 0,- 0,- 0,- 0,29,100,
JUJUY,SANTA BARBARA,El Talar,38070030,- 0,- 0,- 0,- 0,- 0,1,- 0,141,142,
JUJUY,SANTA BARBARA,OTROS,Sin Datos,- 0,- 0,- 0,- 0,- 0,3,- 0,- 0,3,
JUJUY,SANTA BARBARA,Palma Sola,38070040,- 0,- 0,- 0,- 0,- 0,1,- 0,115,116,
JUJUY,SANTA BARBARA,Santa Clara,38070060,100,- 0,- 0,- 0,- 0,1,- 0,87,188,
JUJUY,SANTA BARBARA,Vinalito,38070070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,30,30,
JUJUY,Santa Catalina,Casira,38077010,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Santa Catalina,Ciénega,38077020,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Santa Catalina,Cieneguillas,38077030,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Santa Catalina,Cusi Cusi,38077040,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Santa Catalina,Misarrumi,38077060,- 0,- 0,- 0,- 0,- 0,5,- 0,- 0,5,
JUJUY,Santa Catalina,Oratorio,38077070,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Santa Catalina,Paicone,38077080,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Santa Catalina,Santa Catalina,38077100,- 0,- 0,- 0,5,- 0,2,- 0,- 0,7,
JUJUY,Susques,El Toro,38084030,- 0,- 0,- 0,20,- 0,4,- 0,- 0,24,
JUJUY,Susques,Huáncar,38084040,- 0,- 0,- 0,27,- 0,- 0,- 0,- 0,27,
JUJUY,Susques,Olacapato,38084055,- 0,- 0,- 0,8,- 0,- 0,- 0,1,9,
JUJUY,Susques,Olaroz Chico,38084060,- 0,- 0,- 0,30,- 0,1,- 0,6,37,
JUJUY,Susques,Pastos Chicos,38084070,- 0,- 0,- 0,22,- 0,- 0,- 0,- 0,22,
JUJUY,Susques,Puesto Sey,38084080,- 0,- 0,- 0,20,- 0,- 0,- 0,- 0,20,
JUJUY,Susques,San Juan de Quillaqués,38084090,- 0,- 0,- 0,12,- 0,5,- 0,- 0,17,
